# {"t_start": 1545445904.3468816, "env_id": null} 
r,l,t
413.880719,1000,14101.80342
369.038298,1000,14103.018649
694.182423,1000,14104.299462
276.043745,1000,14105.484229
638.192884,1000,14106.734893
289.646516,1000,14107.949363
1001.096588,1000,14109.250493
806.292631,1000,14110.524777
597.763655,1000,14111.765456
50.340952,1000,14112.919063
121.899178,1000,14114.049798
694.137578,1000,14115.353698
681.666366,1000,14116.603346
991.25892,1000,14117.890062
790.480549,1000,14119.190142
1004.023799,1000,14120.532093
26.39841,1000,14121.679309
290.753103,1000,14122.880855
216.693042,1000,14124.111192
590.394884,1000,14125.377064
620.710117,1000,14126.640322
148.850186,1000,14127.867844
303.183161,1000,14129.135267
247.173046,1000,14130.326972
550.524066,1000,14131.554228
394.246698,1000,14132.75032
221.244821,1000,14134.004783
251.677103,1000,14135.234228
90.090366,1000,14136.348318
196.680003,1000,14137.500839
235.907202,1000,14138.659803
251.660383,1000,14139.823781
643.643247,1000,14141.115148
587.528409,1000,14142.343944
19.499556,1000,14143.426148
1108.172207,1000,14144.798862
300.384566,1000,14146.015073
560.386361,1000,14147.275511
27.145638,1000,14148.439007
61.568036,1000,14149.517545
232.953945,1000,14150.712759
20.173505,1000,14151.816884
176.180667,1000,14152.995508
419.992842,1000,14154.203796
223.460762,1000,14155.408264
214.0746,1000,14156.639909
193.239334,1000,14157.845588
561.600742,1000,14159.091295
210.594699,1000,14160.300775
184.876115,1000,14161.483752
214.413218,1000,14162.683551
578.451104,1000,14163.984728
336.246654,1000,14165.204868
492.014897,1000,14166.489653
554.228111,1000,14167.734384
650.702315,1000,14168.982348
268.389226,1000,14170.178811
462.2047,1000,14171.415154
332.906834,1000,14172.659203
189.172467,1000,14173.874588
31.831535,1000,14175.004988
88.79498,1000,14176.11442
305.861451,1000,14177.311762
323.797038,1000,14178.510056
257.529652,1000,14179.715285
351.777972,1000,14180.943374
37.313966,1000,14182.004399
512.608605,1000,14183.227995
715.828854,1000,14184.517042
44.922237,1000,14185.66481
41.427631,1000,14186.783652
23.139705,1000,14187.934743
24.89514,1000,14189.090411
349.081559,1000,14190.394264
309.098691,1000,14191.628761
230.949972,1000,14192.738903
670.252808,1000,14193.996467
37.258061,1000,14195.109631
347.114966,1000,14196.316811
27.486021,1000,14197.429476
17.728365,1000,14198.53127
419.989861,1000,14199.740285
629.886772,1000,14201.026506
23.7661,1000,14202.133251
339.441732,1000,14203.329078
289.252461,1000,14204.518148
760.891813,1000,14205.835886
336.162901,1000,14207.037337
638.123759,1000,14208.226466
258.78472,1000,14209.400732
27.486189,1000,14210.52724
286.197226,1000,14211.79738
719.912217,1000,14213.136465
302.747304,1000,14214.346356
336.757369,1000,14215.542635
716.721891,1000,14216.836782
928.250615,1000,14218.127989
712.239884,1000,14219.44481
759.842795,1000,14220.739017
409.211016,1000,14221.941339
860.553587,1000,14223.279321
709.863036,1000,14224.577938
419.95461,1000,14225.847088
749.184225,1000,14227.167655
237.382238,1000,14228.417078
45.931781,1000,14229.587513
426.969987,1000,14230.882919
124.740299,1000,14232.066325
168.516442,1000,14233.321846
752.96749,1000,14234.575836
311.708439,1000,14235.737262
118.871851,1000,14236.920302
224.311184,1000,14238.13639
1060.549822,1000,14239.542343
209.087287,1000,14240.817037
887.876112,1000,14242.140847
677.541343,1000,14243.471264
946.15,1000,14244.813136
226.060479,1000,14246.036555
16.349183,1000,14247.139184
30.979836,1000,14248.237645
30.591066,1000,14249.346327
927.009391,1000,14250.665193
20.028082,1000,14251.792673
625.830604,1000,14253.019535
390.565207,1000,14254.220721
478.221479,1000,14255.460255
505.049982,1000,14256.695053
338.36245,1000,14257.910674
1025.190547,1000,14259.296677
58.537368,1000,14260.490312
479.635186,1000,14261.671181
338.500019,1000,14262.882628
71.424453,1000,14263.965871
35.894767,1000,14265.103184
25.798842,1000,14266.157279
29.274332,1000,14267.243567
19.751264,1000,14268.333366
565.641816,1000,14269.584991
24.980686,1000,14270.666737
18.516039,1000,14271.735133
331.383559,1000,14272.968218
17.274057,1000,14274.057001
546.530097,1000,14275.316781
21.089645,1000,14276.457409
723.635538,1000,14277.734896
504.125955,1000,14278.949538
25.126012,1000,14280.060331
18.298268,1000,14281.119146
23.097051,1000,14282.187671
385.721859,1000,14283.354729
620.770366,1000,14284.599023
943.983238,1000,14285.947776
458.365719,1000,14287.249474
33.403088,1000,14288.444875
523.365999,1000,14289.70536
673.370047,1000,14290.965424
20.437226,1000,14292.111932
523.430548,1000,14293.418178
421.184942,1000,14294.682702
221.807109,1000,14295.901487
291.019957,1000,14297.033754
451.973651,1000,14298.281397
588.721474,1000,14299.562051
103.823727,1000,14300.759722
468.66712,1000,14301.917553
22.916,1000,14303.00367
377.892251,1000,14304.216593
562.632431,1000,14305.475802
612.546501,1000,14306.771247
459.683463,1000,14308.060589
729.11994,1000,14309.373798
172.597593,1000,14310.547478
326.141782,1000,14311.759659
594.322014,1000,14313.023137
478.933064,1000,14314.195709
477.608802,1000,14315.426685
592.337525,1000,14316.681387
549.198127,1000,14317.882088
419.253787,1000,14319.125844
18.961545,1000,14320.218532
23.402699,1000,14321.309485
395.777227,1000,14322.505095
478.767412,1000,14323.712269
24.158066,1000,14324.80618
577.900038,1000,14326.07346
859.321985,1000,14327.362933
468.134376,1000,14328.591137
599.982053,1000,14329.859432
18.720192,1000,14331.008033
388.856863,1000,14332.241087
396.3102,1000,14333.494199
141.55195,1000,14334.695131
963.191587,1000,14335.992055
767.700233,1000,14337.328025
654.24963,1000,14338.71107
21.454539,1000,14339.813665
138.793448,1000,14340.934088
22.804563,1000,14342.008825
725.994119,1000,14343.292547
308.370141,1000,14344.466056
1034.831486,1000,14345.782321
447.800954,1000,14346.981294
967.137992,1000,14348.30285
73.992373,1000,14349.494673
1016.612632,1000,14350.846583
108.828765,1000,14352.067397
364.497208,1000,14353.320909
376.253669,1000,14354.588572
492.80346,1000,14355.911627
532.21771,1000,14357.215798
655.567728,1000,14358.527959
21.285911,1000,14359.637469
25.759944,1000,14360.716963
18.230755,1000,14361.78541
505.061661,1000,14363.038665
561.864659,1000,14364.292334
181.487791,1000,14365.411169
459.959229,1000,14366.622812
31.53345,1000,14367.822562
711.354993,1000,14369.094827
18.61921,1000,14370.24018
266.857064,1000,14371.460726
444.289433,1000,14372.682699
425.139146,1000,14373.892509
419.215784,1000,14375.110191
505.031343,1000,14376.37889
297.900618,1000,14377.552205
623.845601,1000,14378.833626
755.418933,1000,14380.172131
592.578898,1000,14381.417209
474.559925,1000,14382.613076
555.384125,1000,14383.833958
229.685365,1000,14385.007894
535.303348,1000,14386.215493
391.992314,1000,14387.411691
500.538739,1000,14388.615354
519.840226,1000,14389.840099
466.395409,1000,14391.075017
494.618097,1000,14392.391271
510.275276,1000,14393.696855
528.580002,1000,14394.958707
18.124178,1000,14396.038737
585.718127,1000,14397.373204
377.908542,1000,14398.700661
214.659538,1000,14399.906927
40.645891,1000,14401.042254
15.058085,1000,14402.134636
214.453451,1000,14403.364796
552.4795,1000,14404.632885
113.896622,1000,14405.800124
472.067302,1000,14407.033185
280.53732,1000,14408.263085
542.037172,1000,14409.539701
498.776775,1000,14410.875004
720.235606,1000,14412.203709
21.271549,1000,14413.368426
719.218038,1000,14414.739635
634.397917,1000,14415.977241
658.98021,1000,14417.237888
143.462326,1000,14418.371895
56.019481,1000,14419.480283
663.67946,1000,14420.795382
687.560605,1000,14422.12222
252.979107,1000,14423.355834
807.962834,1000,14424.704668
342.041976,1000,14425.940772
373.240609,1000,14427.172852
255.548312,1000,14428.407421
438.623108,1000,14429.677295
25.59281,1000,14430.824811
475.248211,1000,14432.08263
586.053769,1000,14433.424237
60.915119,1000,14434.585274
233.95679,1000,14435.725443
753.822993,1000,14437.046233
431.419099,1000,14438.279613
202.555107,1000,14439.489541
753.535522,1000,14440.827896
328.021167,1000,14442.055843
268.019643,1000,14443.274307
601.765251,1000,14444.612775
993.473327,1000,14445.924277
86.383791,1000,14447.025557
421.473747,1000,14448.2418
778.264407,1000,14449.475948
266.264693,1000,14450.647638
553.928089,1000,14451.899329
296.70162,1000,14453.044107
287.53879,1000,14454.194601
379.008823,1000,14455.454315
521.240047,1000,14456.760546
206.572856,1000,14457.971149
289.26399,1000,14459.207306
21.799382,1000,14460.356783
19.932014,1000,14461.510204
242.54602,1000,14462.722574
363.516453,1000,14463.877189
288.008586,1000,14465.102053
21.632303,1000,14466.19715
502.438177,1000,14467.424263
460.078979,1000,14468.629082
619.615076,1000,14469.938359
388.610296,1000,14471.125433
305.088941,1000,14472.302005
353.77235,1000,14473.504417
523.095535,1000,14474.703762
536.875193,1000,14475.913924
479.781835,1000,14477.186692
664.176848,1000,14478.449081
600.104193,1000,14479.738707
484.714341,1000,14480.974463
589.840053,1000,14482.221269
390.407284,1000,14483.494294
274.631067,1000,14484.722168
555.741247,1000,14486.048448
553.576209,1000,14487.311891
528.420176,1000,14488.522084
326.81418,1000,14489.758735
388.631302,1000,14490.95785
560.044727,1000,14492.251003
425.838021,1000,14493.546094
314.523682,1000,14494.753498
371.338825,1000,14496.011302
47.040811,1000,14497.236895
331.945435,1000,14498.463341
358.877973,1000,14499.738839
440.153022,1000,14501.007475
629.231514,1000,14502.283659
465.276987,1000,14503.579858
515.725409,1000,14504.828072
441.879592,1000,14506.053539
349.619204,1000,14507.266537
362.114386,1000,14508.450347
338.329668,1000,14509.640563
73.691651,1000,14510.805074
365.986099,1000,14512.023141
280.622048,1000,14513.228545
354.454056,1000,14514.486193
484.973209,1000,14515.71815
286.543632,1000,14516.93136
384.727926,1000,14518.190733
26.40313,1000,14519.329819
395.154766,1000,14520.604178
418.082236,1000,14521.831147
63.977358,1000,14523.011997
452.097281,1000,14524.320245
223.949773,1000,14525.485074
353.89354,1000,14526.664601
138.610389,1000,14527.839624
298.360125,1000,14528.997012
678.888491,1000,14530.260277
333.617687,1000,14531.417456
297.850584,1000,14532.572224
258.384373,1000,14533.692409
179.826844,1000,14534.831176
202.913999,1000,14536.046781
368.744194,1000,14537.324181
293.393774,1000,14538.513047
307.618781,1000,14539.731919
312.879071,1000,14540.919684
303.255437,1000,14542.12118
245.302504,1000,14543.309742
387.917949,1000,14544.548165
309.642357,1000,14545.797937
17.945238,1000,14546.906094
279.875686,1000,14548.065696
222.009713,1000,14549.194219
319.775552,1000,14550.390165
307.278657,1000,14551.600929
289.592828,1000,14552.825355
224.745509,1000,14554.021343
225.706711,1000,14555.244489
342.846828,1000,14556.420539
341.165721,1000,14557.627503
165.851167,1000,14558.825525
186.394012,1000,14560.000162
300.12594,1000,14561.232706
317.819986,1000,14562.437407
282.667582,1000,14563.564363
369.157174,1000,14564.814412
305.942318,1000,14566.025927
288.333036,1000,14567.265607
299.924914,1000,14568.491125
302.656388,1000,14569.713227
304.867544,1000,14570.950807
393.759839,1000,14572.199846
371.987112,1000,14573.415943
96.189407,1000,14574.562299
293.562983,1000,14575.680175
345.780784,1000,14576.918656
310.790819,1000,14578.16224
15.841406,1000,14579.293732
348.137724,1000,14580.534873
300.723607,1000,14581.770225
307.550696,1000,14582.92649
319.082902,1000,14584.075229
321.329396,1000,14585.317292
379.608135,1000,14586.528872
640.359978,1000,14587.880776
9.755314,1000,14589.108269
417.452916,1000,14590.358093
167.627699,1000,14591.607352
178.607836,1000,14592.82312
312.147928,1000,14594.026424
11.351817,1000,14595.212163
294.913952,1000,14596.40226
420.095121,1000,14597.634552
469.454441,1000,14598.841319
55.119544,1000,14599.99735
303.336231,1000,14601.158096
14.023001,1000,14602.323379
503.333784,1000,14603.622928
148.091701,1000,14604.807978
10.683612,1000,14605.995169
9.537259,1000,14607.169206
53.251305,1000,14608.228279
9.743572,1000,14609.383701
406.820461,1000,14610.549559
288.805588,1000,14611.78714
249.559224,1000,14612.993613
14.665018,1000,14614.142596
29.026627,1000,14615.37413
27.806812,1000,14616.480128
122.725063,1000,14617.674543
14.140139,1000,14618.833628
542.885891,1000,14620.098269
30.926862,1000,14621.256243
462.420423,1000,14622.468059
431.591918,1000,14623.686136
150.303029,1000,14624.853635
56.505382,1000,14626.000336
291.715946,1000,14627.150762
447.612733,1000,14628.320851
529.815124,1000,14629.543697
183.168499,1000,14630.760186
31.763161,1000,14631.863126
463.869482,1000,14633.089776
131.218219,1000,14634.302765
200.549495,1000,14635.485263
89.572498,1000,14636.575326
233.670296,1000,14637.745237
437.691178,1000,14638.95131
144.855831,1000,14640.11629
115.428252,1000,14641.273341
352.785477,1000,14642.504042
13.44576,1000,14643.689991
15.773663,1000,14644.860784
128.427855,1000,14646.057982
425.887346,1000,14647.232852
112.080518,1000,14648.390258
47.948155,1000,14649.438045
169.670582,1000,14650.601993
136.471011,1000,14651.744736
19.116732,1000,14652.895776
31.145729,1000,14653.971273
25.335688,1000,14655.045999
14.967174,1000,14656.122836
14.89315,1000,14657.283087
18.067422,1000,14658.485056
45.91018,1000,14659.633579
416.113303,1000,14660.846304
23.148734,1000,14661.993151
33.947451,1000,14663.171756
14.378416,1000,14664.375382
33.96616,1000,14665.568004
16.936503,1000,14666.654677
13.668222,1000,14667.729844
35.191198,1000,14668.83991
368.215062,1000,14669.98609
476.601906,1000,14671.241843
13.43642,1000,14672.39604
19.70267,1000,14673.581186
14.881164,1000,14674.723204
64.902646,1000,14675.930533
12.275333,1000,14677.122947
540.676321,1000,14678.400875
520.855359,1000,14679.674421
16.375602,1000,14680.829783
260.65019,1000,14682.008464
10.075828,1000,14683.128289
9.338846,1000,14684.309968
525.64334,1000,14685.587372
37.889036,1000,14686.704941
14.703661,1000,14687.824611
17.23722,1000,14688.9389
45.793032,1000,14690.111454
610.076424,1000,14691.352936
32.646544,1000,14692.431447
9.748624,1000,14693.621654
35.703699,1000,14694.788513
651.224976,1000,14696.073706
306.486724,1000,14697.309751
17.278938,1000,14698.531478
181.07391,1000,14699.765849
35.539163,1000,14701.024321
23.24813,1000,14702.192786
12.734599,1000,14703.351321
71.317717,1000,14704.562968
696.720321,1000,14705.866366
10.263709,1000,14707.003202
11.15093,1000,14708.194011
10.482428,1000,14709.478279
14.603364,1000,14710.634211
10.070685,1000,14711.849267
9.90725,1000,14713.016227
13.107299,1000,14714.169035
12.10363,1000,14715.337991
15.037393,1000,14716.479438
13.623158,1000,14717.672576
257.973632,1000,14718.920144
125.370925,1000,14720.106891
100.703725,1000,14721.286873
787.33277,1000,14722.562085
10.53037,1000,14723.869989
336.725623,1000,14725.12947
123.720183,1000,14726.374704
18.101675,1000,14727.61556
10.937001,1000,14728.756443
681.212164,1000,14730.121936
230.98289,1000,14731.329654
329.284952,1000,14732.543588
142.296219,1000,14733.737123
772.933173,1000,14735.075206
622.489236,1000,14736.345211
226.113367,1000,14737.507241
20.483375,1000,14738.659998
19.186289,1000,14739.821841
262.200551,1000,14741.049373
391.658191,1000,14742.260552
10.462573,1000,14743.381473
31.589855,1000,14744.485759
138.425924,1000,14745.594418
946.212931,1000,14746.893332
54.443184,1000,14748.063144
122.922137,1000,14749.238037
114.555944,1000,14750.414225
10.119185,1000,14751.585029
19.310554,1000,14752.714202
10.384613,1000,14753.917729
141.668433,1000,14755.083362
11.306282,1000,14756.306104
12.124518,1000,14757.448351
12.492902,1000,14758.599728
10.332942,1000,14759.840987
113.069415,1000,14761.09498
27.468537,1000,14762.319129
151.82667,1000,14763.569119
9.956847,1000,14764.798635
866.126903,1000,14766.107925
21.842178,1000,14767.219778
14.398192,1000,14768.290739
11.33793,1000,14769.442857
308.027707,1000,14770.582618
75.529193,1000,14771.751487
12.82196,1000,14772.976924
126.172096,1000,14774.147433
157.051932,1000,14775.364923
226.973763,1000,14776.55517
21.736069,1000,14777.671669
36.949242,1000,14778.756877
657.825388,1000,14780.080526
31.425025,1000,14781.231546
753.054647,1000,14782.507502
403.77683,1000,14783.736364
17.438571,1000,14784.868997
125.741065,1000,14786.08497
56.235869,1000,14787.224557
24.727169,1000,14788.407015
492.477146,1000,14789.639489
111.444931,1000,14790.75967
107.105457,1000,14791.926938
273.32658,1000,14793.079381
286.586631,1000,14794.253612
173.684053,1000,14795.424782
183.830373,1000,14796.632042
778.286059,1000,14797.901827
782.418366,1000,14799.13604
1186.663702,1000,14800.417152
255.010993,1000,14801.631715
433.953913,1000,14802.895344
254.394935,1000,14804.091091
104.45064,1000,14805.190882
180.860393,1000,14806.401052
431.604748,1000,14807.621619
27.583277,1000,14808.826785
79.810077,1000,14810.016262
542.131795,1000,14811.242139
783.888404,1000,14812.592068
1050.783676,1000,14813.907209
938.389136,1000,14815.206908
878.972473,1000,14816.411263
709.747299,1000,14817.62302
922.433957,1000,14818.923596
871.974926,1000,14820.212925
55.038824,1000,14821.358695
609.04788,1000,14822.589297
225.73493,1000,14823.731538
376.011467,1000,14824.959911
146.235453,1000,14826.135193
258.081576,1000,14827.296083
165.67647,1000,14828.435098
59.622906,1000,14829.51033
596.064362,1000,14830.773007
444.777643,1000,14832.00893
33.986666,1000,14833.13384
32.760467,1000,14834.27819
81.945158,1000,14835.45702
528.905134,1000,14836.750107
254.992457,1000,14837.92746
1179.34416,1000,14839.167923
33.230238,1000,14840.31324
714.323752,1000,14841.597346
423.718474,1000,14842.738856
347.880186,1000,14843.987732
900.76698,1000,14845.23655
880.060866,1000,14846.507816
449.476433,1000,14847.741157
230.39297,1000,14848.941782
830.05839,1000,14850.197286
778.776299,1000,14851.471025
260.961484,1000,14852.645777
1123.447927,1000,14853.941167
447.094476,1000,14855.16806
858.76511,1000,14856.440885
45.030739,1000,14857.603523
298.794937,1000,14858.744258
38.96772,1000,14859.898396
947.177973,1000,14861.174099
1497.564462,1000,14862.476673
563.432158,1000,14863.788834
741.169047,1000,14865.036552
63.019015,1000,14866.208853
476.317798,1000,14867.387924
379.058398,1000,14868.594934
821.535466,1000,14869.930479
1102.333846,1000,14871.26988
835.61341,1000,14872.520024
1387.949412,1000,14873.812817
503.939579,1000,14875.021183
297.424692,1000,14876.157603
494.334751,1000,14877.373328
472.713218,1000,14878.536125
196.781585,1000,14879.646692
413.669856,1000,14880.89095
181.321248,1000,14882.152069
462.779847,1000,14883.454989
1179.710063,1000,14884.789886
442.806287,1000,14886.038883
847.036918,1000,14887.305562
492.64066,1000,14888.497702
343.016005,1000,14889.630684
822.672994,1000,14890.861516
267.135251,1000,14891.999511
1032.698237,1000,14893.392345
239.996727,1000,14894.607403
905.009158,1000,14895.836096
644.457686,1000,14897.108435
615.262821,1000,14898.412741
710.731902,1000,14899.716086
971.693877,1000,14900.966169
1199.014164,1000,14902.249678
869.115773,1000,14903.497114
970.742679,1000,14904.755238
710.89905,1000,14906.105327
448.425451,1000,14907.357879
566.724767,1000,14908.615586
746.371445,1000,14909.880968
1025.211279,1000,14911.181459
600.714408,1000,14912.455438
1146.627604,1000,14913.778047
1009.37061,1000,14915.11376
834.512501,1000,14916.445758
1347.470307,1000,14917.859943
714.259987,1000,14919.175454
1073.350687,1000,14920.457122
1188.832775,1000,14921.717348
219.672736,1000,14922.94758
665.072598,1000,14924.204782
833.048789,1000,14925.553213
1027.320012,1000,14926.930954
689.899455,1000,14928.200578
972.035674,1000,14929.498737
784.085093,1000,14930.801712
168.229744,1000,14932.019804
800.32774,1000,14933.283028
995.55893,1000,14934.543033
788.414866,1000,14935.80309
1080.614566,1000,14937.113254
751.23393,1000,14938.426125
372.358677,1000,14939.632519
878.378581,1000,14940.984419
451.663581,1000,14942.224018
249.22799,1000,14943.452122
529.963571,1000,14944.725496
230.313437,1000,14945.954404
492.355266,1000,14947.198802
54.673252,1000,14948.326553
521.940378,1000,14949.645975
319.193905,1000,14950.894687
203.048089,1000,14952.032338
35.073669,1000,14953.096212
522.933472,1000,14954.351409
506.139318,1000,14955.552223
522.473046,1000,14956.851471
479.31563,1000,14958.097586
1032.549219,1000,14959.353415
271.472555,1000,14960.601596
835.33848,1000,14961.962275
288.456137,1000,14963.16835
69.950069,1000,14964.404306
1184.713387,1000,14965.740565
130.247169,1000,14966.874033
98.749866,1000,14968.094611
79.171557,1000,14969.279068
482.56542,1000,14970.514861
376.798815,1000,14971.732187
406.768886,1000,14972.953987
529.797663,1000,14974.26088
315.630053,1000,14975.456713
784.683879,1000,14976.812514
331.875688,1000,14978.083288
477.48634,1000,14979.346002
521.528639,1000,14980.666888
928.728354,1000,14981.96433
604.70317,1000,14983.170639
768.70453,1000,14984.506015
439.830158,1000,14985.758722
1385.556804,1000,14987.028823
141.163481,1000,14988.14548
453.404898,1000,14989.363024
511.180784,1000,14990.664907
546.188602,1000,14991.92606
529.438077,1000,14993.219206
487.851045,1000,14994.543883
447.913528,1000,14995.794768
338.653746,1000,14997.03318
149.67352,1000,14998.264581
476.722782,1000,14999.511089
279.994429,1000,15000.709902
529.650419,1000,15001.948577
101.351324,1000,15003.107959
770.567605,1000,15004.405607
158.913798,1000,15005.556901
542.670533,1000,15006.780828
214.773524,1000,15007.98937
132.87417,1000,15009.155159
21.269971,1000,15010.285436
349.812037,1000,15011.559618
485.975921,1000,15012.865148
367.697101,1000,15014.074401
305.268914,1000,15015.307528
512.086656,1000,15016.55788
992.272369,1000,15017.829122
254.048081,1000,15019.028638
626.147135,1000,15020.338762
127.083397,1000,15021.504157
407.718827,1000,15022.68773
283.119652,1000,15023.854136
429.478805,1000,15025.036279
66.8278,1000,15026.157773
44.458642,1000,15027.275367
40.394937,1000,15028.503515
435.421153,1000,15029.750407
14.281827,1000,15030.867499
27.299371,1000,15031.989502
25.810765,1000,15033.131847
17.17094,1000,15034.25331
280.155274,1000,15035.468731
43.748878,1000,15036.638862
325.699427,1000,15037.878654
255.187393,1000,15039.06544
1076.911293,1000,15040.378927
19.700237,1000,15041.549084
634.643228,1000,15042.885607
965.841654,1000,15044.210077
14.801115,1000,15045.352571
569.621689,1000,15046.630891
641.591883,1000,15047.878213
790.404597,1000,15049.131176
968.201709,1000,15050.397045
597.939944,1000,15051.63705
697.679867,1000,15052.92859
687.329812,1000,15054.219691
688.707687,1000,15055.512771
464.68408,1000,15056.743127
799.112061,1000,15057.963345
1221.335771,1000,15059.223904
63.513901,1000,15060.351824
856.524935,1000,15061.646314
633.405682,1000,15062.887874
474.53693,1000,15064.111964
1323.208753,1000,15065.449871
929.488491,1000,15066.764478
570.998899,1000,15068.011191
922.830471,1000,15069.325563
1141.0033,1000,15070.59684
622.428368,1000,15071.891762
609.303937,1000,15073.160133
492.051393,1000,15074.395642
88.15086,1000,15075.606499
467.642582,1000,15076.917729
760.71655,1000,15078.208753
116.151685,1000,15079.445555
1159.737653,1000,15080.806924
1100.65859,1000,15082.197601
528.370133,1000,15083.484714
80.14765,1000,15084.684836
409.145081,1000,15085.90324
569.24465,1000,15087.199901
77.304906,1000,15088.430658
481.931599,1000,15089.737382
298.384853,1000,15091.049797
1092.356188,1000,15092.358742
436.1056,1000,15093.61931
656.576373,1000,15094.878824
854.87169,1000,15096.167498
449.797291,1000,15097.439529
564.300988,1000,15098.768756
548.309312,1000,15100.008506
565.139462,1000,15101.291976
635.128457,1000,15102.673779
587.94315,1000,15103.955647
370.685163,1000,15105.203811
904.835148,1000,15106.50725
253.762009,1000,15107.704002
861.788616,1000,15108.978976
627.090042,1000,15110.299387
516.497998,1000,15111.592805
465.760366,1000,15112.838953
487.582817,1000,15114.099455
689.684269,1000,15115.452817
453.216798,1000,15116.703572
1484.055574,1000,15118.02795
476.761491,1000,15119.272994
1232.000305,1000,15120.627914
285.94852,1000,15121.837131
475.377594,1000,15123.082635
898.795718,1000,15124.40732
390.810683,1000,15125.650294
40.157641,1000,15126.808765
1030.080228,1000,15128.136849
1302.153552,1000,15129.453958
391.949344,1000,15130.697754
26.610712,1000,15132.041561
786.877781,1000,15133.366447
74.007466,1000,15134.601136
280.572796,1000,15135.866138
960.92333,1000,15137.179974
275.839887,1000,15138.408859
631.342526,1000,15139.704606
894.628387,1000,15141.108429
358.594027,1000,15142.315105
361.816702,1000,15143.500335
651.382559,1000,15144.798865
177.643582,1000,15146.055677
826.527927,1000,15147.312642
38.487721,1000,15148.485
867.761192,1000,15149.763344
1077.428752,1000,15151.147419
518.597896,1000,15152.426386
390.431385,1000,15153.693336
819.944415,1000,15155.025897
389.890009,1000,15156.198128
343.201693,1000,15157.405984
489.017857,1000,15158.65817
1047.517686,1000,15159.99648
526.512615,1000,15161.209788
699.204906,1000,15162.470637
736.431353,1000,15163.805166
592.59344,1000,15165.077719
491.191273,1000,15166.311319
454.268324,1000,15167.52843
452.427799,1000,15168.752179
450.959481,1000,15169.987569
496.254117,1000,15171.257139
516.104576,1000,15172.557592
314.04841,1000,15173.781721
789.506641,1000,15175.091592
920.690586,1000,15176.383414
277.199756,1000,15177.615505
66.354051,1000,15178.747675
575.220559,1000,15179.975694
259.730999,1000,15181.210778
308.233897,1000,15182.468384
645.685348,1000,15183.813792
270.622695,1000,15185.029443
616.999772,1000,15186.436543
498.839662,1000,15187.693129
690.375969,1000,15189.076497
495.300096,1000,15190.38828
520.076805,1000,15191.708025
548.476135,1000,15192.929885
483.910504,1000,15194.15644
639.475568,1000,15195.524574
97.526061,1000,15196.734579
483.553313,1000,15197.947612
145.833643,1000,15199.139163
502.55163,1000,15200.427909
520.526427,1000,15201.682133
546.976596,1000,15203.006689
575.027612,1000,15204.252266
578.822218,1000,15205.542589
534.896163,1000,15206.817221
503.14588,1000,15208.014069
23.37909,1000,15209.158633
26.199631,1000,15210.374245
514.135873,1000,15211.544487
218.865652,1000,15212.692128
24.42519,1000,15213.781774
634.453034,1000,15215.105381
123.731338,1000,15216.184299
25.200068,1000,15217.262611
1465.497525,1000,15218.559152
29.475005,1000,15219.721452
76.726986,1000,15220.843563
21.78699,1000,15222.015036
805.553303,1000,15223.279255
936.898483,1000,15224.542443
99.446846,1000,15225.716842
99.852139,1000,15226.818456
220.0952,1000,15227.964842
1380.441016,1000,15229.249246
1158.018057,1000,15230.563399
990.308958,1000,15231.787218
460.751153,1000,15233.007415
900.680116,1000,15234.270028
1219.571264,1000,15235.578264
957.316258,1000,15236.894197
88.194695,1000,15238.033849
750.463519,1000,15239.281121
1338.841677,1000,15240.531575
1097.403881,1000,15241.805009
732.332309,1000,15243.095454
1129.422008,1000,15244.419903
1216.040538,1000,15245.75754
1386.086997,1000,15247.072947
477.945086,1000,15248.365422
1042.110062,1000,15249.687631
21.328621,1000,15250.846447
18.87166,1000,15252.066596
33.519081,1000,15253.288917
19.679717,1000,15254.514403
962.116455,1000,15255.831596
19.259996,1000,15256.967367
1279.904991,1000,15258.284901
720.884589,1000,15259.551575
1257.403495,1000,15260.875541
1055.966848,1000,15262.180815
18.596675,1000,15263.414101
57.603508,1000,15264.601998
124.843959,1000,15265.730294
86.107383,1000,15266.885793
398.978116,1000,15268.127972
923.840679,1000,15269.464031
1011.222831,1000,15270.840345
107.910396,1000,15272.014109
1030.765566,1000,15273.306176
19.869244,1000,15274.478029
490.173042,1000,15275.758552
1056.315966,1000,15277.050458
25.634171,1000,15278.156678
73.384636,1000,15279.262873
1275.234788,1000,15280.566565
44.039679,1000,15281.697513
472.788151,1000,15282.935003
160.399614,1000,15284.067801
119.590612,1000,15285.189635
563.797717,1000,15286.469924
496.790439,1000,15287.710676
487.190733,1000,15288.94243
266.556913,1000,15290.154201
552.865315,1000,15291.419771
19.220839,1000,15292.495189
510.204063,1000,15293.689904
505.252872,1000,15294.897441
551.477863,1000,15296.091678
564.346773,1000,15297.335598
513.070257,1000,15298.646185
493.461766,1000,15299.923688
327.845028,1000,15301.214439
553.673441,1000,15302.48349
686.399208,1000,15303.793559
488.225554,1000,15305.116279
513.852479,1000,15306.377562
524.338624,1000,15307.628999
37.008412,1000,15308.738151
497.999743,1000,15309.998182
18.970102,1000,15311.113443
723.089459,1000,15312.359103
503.191092,1000,15313.566733
42.24804,1000,15314.640688
494.617348,1000,15315.812203
