Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
112	168.33713	45.389214	201.50868	50.443836	199.12564	8.546096	207.20644	181.06494	200.0	200.0	560000	80.772545	18.103994	100.85943	-68.277626	80.77245	18.103489	100.60964	-68.260445	-81.54926	3.0609465	4921.93741106987
113	163.58145	47.22245	206.31892	53.79965	200.87495	2.9620168	206.78864	194.52339	200.0	200.0	565000	79.410225	17.98015	99.26227	-64.59811	79.4102	17.97972	99.454765	-69.75053	-80.251945	2.995094	4970.624081373215
114	169.57062	42.71563	206.91801	29.998886	197.00952	8.737284	204.16751	176.75313	200.0	200.0	570000	78.18642	17.512125	97.82593	-74.94591	78.18654	17.511482	97.81844	-64.73818	-79.0045	2.8577845	5019.535359382629
115	184.78592	21.325176	203.75488	110.98594	201.23099	2.767359	206.88753	197.45929	200.0	200.0	575000	77.12249	16.99433	96.833496	-87.840385	77.122375	16.994276	96.60203	-65.80117	-77.9507	2.7689397	5069.438530921936
116	174.93246	37.426357	201.70338	46.107437	103.828125	54.709503	190.41014	17.88202	200.0	200.0	580000	76.156265	16.642624	118.922035	-74.873695	76.15622	16.642899	120.96847	-64.426186	-77.01826	2.8529696	5118.768594741821
117	173.25488	31.074678	203.54478	88.667145	196.7989	2.079711	200.10089	192.35616	200.0	200.0	585000	75.863434	16.563051	170.09601	-80.56509	75.86331	16.56331	170.67421	-81.56117	-76.69481	2.6970713	5167.8579177856445
118	179.21387	33.59938	202.6204	64.263275	142.63467	33.95418	194.4455	100.26714	200.0	200.0	590000	75.778465	16.813347	204.12349	-69.788826	75.77853	16.813213	205.73657	-67.51232	-76.61229	2.7387097	5215.465168952942
119	164.44572	37.021904	202.05426	40.822945	123.75966	42.6613	181.27692	45.945587	200.0	200.0	595000	75.58976	17.109022	232.33539	-42.868164	75.58966	17.109674	229.10052	-46.707417	-76.40264	2.8144777	5261.723753929138
120	162.39268	38.959213	195.45717	40.312763	200.35823	2.4410033	206.30809	197.04852	200.0	200.0	600000	75.75898	17.51924	328.04684	-40.457207	75.75906	17.519249	326.97906	-39.40538	-76.72085	3.304598	5308.951065063477
121	140.91049	68.99175	204.59709	9.277975	101.21629	23.33078	126.807556	47.242054	200.0	200.0	605000	77.75128	18.443445	343.06985	-49.917675	77.75125	18.44483	352.44455	-52.143276	-79.12623	5.662309	5355.082142353058
122	13.54287	23.420753	102.80882	1.1194252	25.917942	23.020008	89.173584	7.500261	200.0	200.0	610000	87.3556	26.169743	325.57343	-69.99594	87.354515	26.172848	319.77786	-88.3369	-90.78166	13.327237	5396.81626534462
123	20.277916	25.669592	92.11421	0.4219622	32.656025	39.955044	108.715614	2.7989423	200.0	200.0	615000	103.731766	31.302937	282.4238	-80.88333	103.73163	31.305084	281.28665	-86.44156	-106.83441	15.957875	5440.58797121048
124	33.638477	33.554283	116.52099	0.49454963	30.181652	56.948708	199.82849	4.8089347	200.0	200.0	620000	112.55519	31.539883	247.59729	-82.43611	112.55573	31.536749	241.00623	-94.2634	-115.59365	14.611502	5484.224702596664
125	30.3309	27.438185	128.4888	3.3334455	15.838869	6.1107755	24.353443	7.5389276	200.0	200.0	625000	120.114235	31.738663	256.70734	-63.08514	120.11457	31.73485	252.14998	-73.68992	-122.62805	13.155267	5526.7302095890045
126	20.87427	16.249508	71.55867	4.278615	21.456577	30.223038	98.32258	5.5776377	200.0	200.0	630000	122.327866	29.399714	259.087	-53.059864	122.32826	29.397667	259.1573	-55.266605	-124.56469	10.516758	5569.269601583481
127	50.680973	58.20537	180.7301	1.3610603	169.27774	64.587036	204.26237	11.614279	200.0	200.0	635000	120.32576	26.280035	246.97374	-58.73441	120.32571	26.281145	247.30862	-61.19333	-122.183975	9.166522	5613.988865613937
128	120.54873	66.23725	200.20935	0.53422123	151.63318	45.19613	196.65572	29.481308	200.0	200.0	640000	116.0476	23.587467	203.72197	-87.36563	116.04764	23.587915	206.58072	-84.6789	-117.58862	6.907342	5661.557199954987
129	125.88282	60.72835	199.38632	5.767063	164.20224	49.49178	202.83003	52.25393	200.0	200.0	645000	110.88193	21.526407	180.12344	-95.78442	110.88177	21.527561	180.73637	-86.964645	-112.26772	5.5981836	5708.953670024872
130	163.36302	51.84988	202.64441	33.303944	202.31099	1.9453355	206.51596	199.16931	200.0	200.0	650000	106.04852	20.486462	158.27924	-84.93261	106.04859	20.48686	158.68752	-94.262215	-107.25295	4.594682	5758.9215042591095
131	172.41512	38.909138	202.70988	69.90647	192.81094	14.343067	205.66248	155.73389	200.0	200.0	655000	102.48339	20.582792	139.60323	-113.79539	102.48329	20.58332	138.91595	-105.797134	-103.49078	4.3614626	5808.485866308212
132	163.36847	48.768585	203.38164	44.245556	201.80052	5.442404	207.205	191.17628	200.0	200.0	660000	99.67756	21.147505	143.33498	-111.410545	99.677704	21.14684	141.71364	-114.48001	-100.562386	3.9144719	5857.536633968353
133	166.63228	47.729465	204.94124	19.561197	197.84312	7.094257	209.10635	188.73209	200.0	200.0	665000	96.86316	21.331198	153.18262	-106.78337	96.86311	21.3313	156.09709	-98.54526	-97.789825	4.3012547	5906.3600833415985
134	166.73642	46.66587	201.32957	41.704487	185.94617	37.76488	202.5878	72.844406	200.0	200.0	670000	94.62769	20.953032	148.21779	-89.62858	94.62755	20.954002	148.06523	-95.20709	-95.50284	3.783451	5957.13645195961
135	157.1961	50.15689	205.18575	70.44863	194.66855	12.684706	207.73883	160.40007	200.0	200.0	675000	93.33837	19.97318	155.86649	-81.21599	93.33839	19.973661	156.86577	-84.0402	-94.2701	3.7441163	6006.113413095474
136	175.58789	45.75707	200.41896	8.513605	193.13004	3.6320868	201.9538	189.40155	200.0	200.0	680000	92.37634	18.700457	165.61131	-64.09044	92.376076	18.701979	166.73439	-87.18052	-93.31108	3.3486109	6056.595417737961
137	185.41148	18.22146	204.6569	131.49532	194.29193	3.5270023	202.0776	190.17188	200.0	200.0	685000	90.90454	18.010426	165.02682	-86.7852	90.90433	18.011812	165.44444	-84.83531	-91.81155	3.440562	6107.290597438812
138	175.30785	39.11873	203.70999	65.67772	142.02522	65.77361	203.06546	40.128544	200.0	200.0	690000	89.06889	17.817028	167.02763	-87.220955	89.0689	17.817673	165.04352	-93.12054	-89.935326	3.1428351	6157.567959070206
139	173.00055	47.07652	203.09691	37.453114	205.6012	1.1590322	207.19066	203.71075	200.0	200.0	695000	87.4387	17.706652	152.70227	-87.01508	87.43881	17.706167	155.85051	-66.70999	-88.24048	2.9899473	6207.431858062744
140	192.91908	8.779622	204.83029	167.97302	198.93512	4.610318	205.56606	188.6071	200.0	200.0	700000	85.89121	17.593174	164.46234	-74.5765	85.8913	17.592615	168.69272	-87.02608	-86.76926	2.8252187	6259.422709703445
141	188.80045	13.394607	206.95233	146.8716	202.36708	1.4094543	205.28053	200.8104	200.0	200.0	705000	85.07978	17.304867	216.88083	-74.66575	85.07998	17.304394	215.36757	-84.53679	-86.07474	3.1933286	6310.522413730621
142	127.96589	71.851845	201.642	9.129225	191.20834	19.27939	200.64476	134.05098	200.0	200.0	710000	85.5288	17.790012	238.98795	-72.360825	85.5286	17.790287	237.72531	-66.81546	-86.59019	4.799583	6357.506864070892
143	46.95355	59.490498	205.12027	1.0009943	23.68577	13.071341	46.99456	9.232169	200.0	200.0	715000	86.7998	19.695131	231.60861	-39.06407	86.79966	19.697088	231.95865	-25.519218	-88.30203	7.4116373	6399.998386859894
144	44.365143	24.638893	114.45797	0.25682214	97.27324	50.456223	197.29706	31.354883	200.0	200.0	720000	91.36747	22.769068	225.46391	-58.911087	91.3675	22.770063	221.80113	-59.627007	-93.397385	9.491774	6441.105536937714
145	45.64619	30.936518	101.38598	8.958964	41.979847	27.844904	79.552704	7.3223863	200.0	200.0	725000	92.259346	22.989006	222.86353	-26.796211	92.258736	22.991213	222.62526	-26.802446	-93.896324	9.064462	6482.886679410934
146	20.493603	17.018408	64.00269	0.49768302	17.38024	15.910761	60.780415	4.0079947	200.0	200.0	730000	92.05606	22.24135	206.28061	-33.40945	92.056046	22.243229	208.13829	-44.650642	-93.910164	7.8775845	6524.252663850784
147	33.716473	26.27655	95.60816	1.5634782	16.576218	20.965006	64.96035	5.4983172	200.0	200.0	735000	91.895454	22.16289	210.72011	-55.653687	91.894905	22.166235	205.93669	-46.65189	-94.62267	8.602546	6565.19210267067
148	32.914528	27.752415	101.93304	3.0370414	28.987543	38.00887	118.52719	3.1972272	200.0	200.0	740000	93.33515	22.743267	199.14098	-34.183113	93.33534	22.744198	198.11714	-39.2605	-95.042885	7.129967	6606.83944606781
149	24.052671	23.484604	93.13411	2.528569	14.761479	17.183119	65.95818	6.561546	200.0	200.0	745000	94.52105	23.617693	187.83826	-59.580666	94.52094	23.61777	186.80179	-52.288437	-96.390686	7.729861	6647.796396255493
150	25.379507	40.822357	195.69724	3.114995	62.54757	84.357254	200.58864	6.362216	200.0	200.0	750000	95.16851	24.130236	170.3019	-37.924755	95.16858	24.13119	170.27325	-31.342285	-97.25948	6.8751907	6689.811971187592
151	40.724556	45.94414	192.20145	2.7581706	92.68125	57.716892	174.034	21.180105	200.0	200.0	755000	94.82986	23.86424	164.25542	-32.29713	94.82937	23.866415	162.27719	-38.04333	-96.15399	5.996668	6732.357811450958
152	100.67466	51.193226	200.1921	18.786879	141.33713	21.694326	200.86691	114.63308	200.0	200.0	760000	92.31821	22.953007	152.98238	-30.997492	92.31809	22.954391	151.80338	-31.467966	-93.30363	5.382696	6776.635529756546
153	151.31389	45.38367	202.76357	65.6533	200.63138	3.5272796	205.79688	194.29146	200.0	200.0	765000	88.8273	21.633575	134.50523	-35.654366	88.82712	21.633778	137.93791	-40.60446	-89.82738	4.7969847	6826.196708440781
154	159.1781	62.549877	204.85571	8.752326	189.37956	21.981068	205.73955	137.29562	200.0	200.0	770000	85.91004	21.066841	132.03601	-35.777134	85.90993	21.067331	130.66052	-37.102364	-86.93195	4.3492403	6878.289806604385
155	171.17436	46.722153	206.25092	29.339008	197.72572	3.573681	204.4038	191.59973	200.0	200.0	775000	83.81593	21.057407	119.27559	-31.81908	83.816025	21.056824	120.69548	-35.200397	-84.73372	4.032919	6928.5639634132385
156	163.49619	55.20653	202.71616	19.75535	199.7736	2.2136388	204.30432	195.57953	200.0	200.0	780000	82.01471	20.71477	109.93351	-32.04652	82.014565	20.714884	110.52671	-31.115082	-82.95356	3.6707957	6978.619095563889
157	171.69058	47.687782	205.21838	56.123386	175.15213	46.90718	202.65938	69.4705	200.0	200.0	785000	80.52059	20.359612	106.618416	-25.516392	80.520615	20.360226	108.73332	-22.801065	-81.39885	3.5764735	7028.693275928497
158	172.19154	37.19559	204.3421	44.580025	196.7225	4.561143	205.90842	187.44206	200.0	200.0	790000	79.3365	20.008657	104.15592	-28.722921	79.33648	20.009296	104.88165	-27.434084	-80.2041	3.7603667	7078.083164215088
159	162.48192	54.176064	207.30927	29.443462	183.90173	17.696798	198.34872	139.62144	200.0	200.0	795000	77.89362	19.754343	104.53639	-24.95837	77.8934	19.755243	104.40741	-22.904015	-78.72594	3.4851282	7127.9562294483185
160	176.37479	28.161135	204.95644	91.256836	193.19052	8.749576	200.98802	171.79665	200.0	200.0	800000	76.4395	19.65537	98.2518	-18.171394	76.439255	19.656752	98.23367	-18.913805	-77.34942	3.7028742	7177.568153619766
161	168.49245	35.70344	200.61409	84.75246	198.45306	2.9614668	201.97232	191.85738	200.0	200.0	805000	74.639595	19.313812	97.47509	-14.490292	74.63966	19.312996	97.69105	-13.179919	-75.57278	3.469893	7225.871344327927
162	146.425	52.848747	203.34718	12.358822	185.51843	25.258553	199.96877	111.98923	200.0	200.0	810000	73.68332	19.427027	95.16274	-16.858261	73.68346	19.426233	95.411545	-15.168865	-74.52351	3.314124	7273.053398609161
163	168.96498	48.15949	201.55113	12.725121	193.41972	7.7717133	208.02661	182.21736	200.0	200.0	815000	72.67338	19.53977	94.0723	-20.864515	72.67307	19.540842	94.21728	-23.156418	-73.5821	3.2978725	7322.166257619858
164	183.77502	23.643297	203.63658	104.729126	194.17363	4.6992607	201.04932	188.38968	200.0	200.0	820000	71.59649	19.695026	94.096176	-21.816837	71.595314	19.698507	94.4503	-22.390875	-72.449646	3.640133	7371.448183059692
165	160.85963	44.45751	203.1774	62.479748	179.69926	24.161133	197.3842	114.09548	200.0	200.0	825000	70.74541	20.052698	93.26618	-17.559978	70.743645	20.05841	93.10583	-17.633503	-71.56112	3.8323016	7419.2336165905
166	175.02525	39.14809	201.48907	46.009697	197.6377	4.0742726	206.98102	191.7308	200.0	200.0	830000	70.20004	20.369322	93.265915	-17.159103	70.19882	20.37264	92.90819	-13.865833	-71.103165	3.5685742	7470.049045085907
167	177.73596	27.610744	205.99693	93.1207	196.14423	4.605854	203.10968	189.68054	200.0	200.0	835000	69.941376	20.703022	92.81103	-20.319094	69.941315	20.702751	92.81194	-20.412388	-70.82268	3.6466718	7519.784018039703
168	166.5685	42.397186	204.33824	27.288506	119.872665	49.279606	191.04298	23.863894	200.0	200.0	840000	69.52532	20.984797	92.021904	-25.32124	69.525375	20.984154	92.18086	-25.517866	-70.31161	3.5896058	7568.8703536987305
169	173.39334	41.81633	203.66522	9.205445	192.6008	11.0581255	201.84529	162.50182	200.0	200.0	845000	69.44797	21.206154	92.239006	-29.703352	69.44792	21.205503	92.41307	-30.407095	-70.33802	3.7172656	7618.137635469437
170	174.04156	35.080666	204.55652	56.33652	194.25575	2.6325166	198.3795	190.02014	200.0	200.0	850000	69.66953	21.43849	92.56038	-33.882854	69.669655	21.43735	92.24706	-33.806168	-70.49905	3.8688743	7668.215177774429
171	182.02573	36.360294	204.32988	26.991709	200.9133	1.949543	204.48929	198.64122	200.0	200.0	855000	69.55629	21.591574	92.2298	-41.39794	69.55625	21.59128	92.475136	-36.568558	-70.36901	3.7759938	7719.218739271164
172	178.27896	40.91629	202.3332	30.463984	200.57918	1.7084156	203.90479	198.02605	200.0	200.0	860000	69.51917	21.648039	92.35102	-52.626225	69.51921	21.64705	92.571236	-45.236374	-70.33106	3.7315762	7770.379096984863
173	185.72406	28.37942	203.97705	93.90355	199.00998	1.7073022	201.76654	195.89209	200.0	200.0	865000	69.55212	21.576178	93.0483	-70.85578	69.5522	21.575863	92.91207	-77.28057	-70.42176	4.0723114	7822.855971097946
174	181.86775	34.385315	203.18697	65.85581	201.09998	2.8606493	206.6647	197.96884	200.0	200.0	870000	69.37493	21.448048	92.578384	-69.149124	69.37516	21.44687	92.44874	-72.50285	-70.32903	3.919611	7875.7309420108795
175	188.94083	21.847292	203.64278	86.007324	87.23291	60.280537	203.88292	17.249264	200.0	200.0	875000	69.51476	21.390793	92.28154	-85.05449	69.51482	21.390429	92.35356	-90.38786	-70.47085	3.980271	7926.828130722046
176	168.8136	37.112206	202.27168	46.601418	198.82632	2.315416	202.62068	194.39334	200.0	200.0	880000	69.6555	21.655813	92.54509	-92.4647	69.655556	21.655369	92.64811	-101.45186	-70.531364	4.149584	7977.172517299652
177	180.38623	36.19918	201.46027	52.401936	200.37996	2.583551	206.37727	197.91878	200.0	200.0	885000	69.50528	21.720627	92.91356	-102.90898	69.505486	21.719639	93.03174	-100.25769	-70.39295	4.404434	8028.414709806442
178	169.84064	45.72861	203.92233	59.11871	196.0622	10.890934	207.16943	165.65363	200.0	200.0	890000	69.45177	21.863161	92.894844	-102.51228	69.451675	21.86301	92.687416	-95.97417	-70.260925	4.102043	8079.4870364665985
179	166.21312	41.615	199.47964	49.795784	199.22678	2.6635556	203.96626	195.13588	200.0	200.0	895000	69.45985	22.117392	92.77723	-61.12907	69.459915	22.116096	92.73758	-74.59097	-70.261024	4.193471	8130.443018913269
180	186.93047	21.171883	205.737	109.61993	201.37357	2.21755	204.64436	195.65779	200.0	200.0	900000	69.44803	22.387562	92.90461	-66.63142	69.4478	22.38734	92.64995	-71.10477	-70.2452	4.284036	8181.270139932632
181	174.57884	37.903923	202.64717	56.503498	198.6115	3.3534694	204.37994	194.26111	200.0	200.0	905000	69.55696	22.660778	92.977806	-43.956215	69.55715	22.659832	92.70532	-50.500683	-70.3214	4.267638	8232.677686929703
182	190.00473	19.25021	203.62366	114.405304	182.20433	40.142384	201.2637	62.38663	200.0	200.0	910000	69.71613	22.755213	92.901	-47.378918	69.71613	22.754608	92.89813	-41.406258	-70.53752	4.4290977	8284.18629860878
183	193.21239	10.176732	203.5503	153.22476	200.3649	2.2337518	205.47253	198.07552	200.0	200.0	915000	69.536064	22.815258	92.844666	-42.602085	69.53639	22.813616	92.68554	-46.452328	-70.37945	4.483708	8337.16544008255
184	185.50479	33.66224	204.91168	64.50306	199.00525	3.661813	205.13857	191.84543	200.0	200.0	920000	69.544975	22.86774	92.41671	-31.610495	69.545395	22.866354	92.40202	-49.60315	-70.38266	4.47387	8390.032770872116
185	161.21074	66.33828	202.19644	0.8653049	198.99538	4.183555	207.65225	193.34193	200.0	200.0	925000	69.80454	23.000538	92.64539	-31.345232	69.80469	22.999048	92.799194	-46.05693	-70.71149	4.5941443	8439.289115190506
186	185.38353	20.14836	205.46115	124.00687	197.4061	2.320605	201.90239	193.83235	200.0	200.0	930000	70.00694	23.136946	93.547424	-24.813465	70.00756	23.13408	93.30122	-26.91844	-70.88594	4.5102377	8491.484247684479
187	191.92482	18.222483	204.84708	107.52173	198.56941	4.735956	205.95103	192.90094	200.0	200.0	935000	70.36502	23.34177	93.61834	-23.71047	70.36596	23.338425	93.588425	-23.16423	-71.31632	4.607132	8543.283513069153
188	99.99749	66.237854	198.25089	8.036048	190.50327	3.100521	194.31268	185.88266	200.0	200.0	940000	68.80109	22.47255	93.69742	-23.761106	68.80189	22.470362	93.631935	-29.37443	-69.99178	4.822696	8589.552084207535
189	96.20124	58.970398	198.37564	10.914733	108.219406	62.48776	182.05345	15.400333	200.0	200.0	945000	67.080215	21.69009	101.40481	-25.352968	67.08112	21.687103	101.151245	-32.142044	-68.375015	4.708586	8634.496204853058
190	151.17804	57.97467	198.16182	13.206886	190.62204	3.2299044	194.20152	182.2186	200.0	200.0	950000	66.72317	21.828186	130.53885	-28.751106	66.72341	21.827812	131.65419	-33.336212	-67.73476	4.5939407	8685.061649560928
191	44.45491	78.487785	194.829	0.22989623	0.4228499	0.11271352	0.71121585	0.31659013	200.0	200.0	955000	78.99876	29.97243	147.34488	-32.763626	78.997734	29.975494	147.95967	-31.078257	-83.33069	9.249422	8729.739557504654
192	0.41147202	0.15578839	0.7273425	0.18123129	0.3761852	0.078224644	0.5040443	0.2738699	200.0	200.0	960000	102.78309	35.08554	147.53972	-39.12917	102.783356	35.087936	149.54097	-51.124157	-106.226875	11.4486475	8772.180449962616
193	0.31012774	0.12087266	0.71914434	0.10790652	0.46543074	0.11867223	0.75251323	0.36503795	200.0	200.0	965000	100.28743	32.77345	146.07956	-42.99279	100.28696	32.77686	147.09967	-40.97608	-104.20894	10.114008	8812.977539539337
194	0.27789196	0.10355062	0.57967544	0.11339752	0.6043837	0.2295729	1.045166	0.25817794	200.0	200.0	970000	97.52238	31.287123	128.83028	-44.91717	97.52225	31.290367	130.37859	-49.445274	-100.04824	8.5770645	8853.595010995865
195	4.2521086	3.9343238	17.209614	0.28894997	15.789373	25.361916	91.62137	5.3468547	200.0	200.0	975000	92.86871	29.451847	119.23245	-38.416367	92.86832	29.45305	119.73231	-38.289116	-94.18844	7.626464	8894.913566350937
196	77.85295	56.761856	175.51741	4.2250657	21.329151	3.8322525	29.752764	15.202585	200.0	200.0	980000	88.98118	28.257296	113.283516	-36.650867	88.98125	28.257845	114.16929	-34.09457	-89.9453	6.6878204	8938.149656295776
197	33.114193	18.31252	75.88366	5.469528	98.25231	64.98653	186.06741	10.163395	200.0	200.0	985000	81.68681	25.699478	110.12506	-34.007694	81.68727	25.698807	111.63717	-34.96616	-82.82635	5.9599824	8980.492793083191
198	88.40967	54.386032	200.73885	0.31509894	148.79306	21.716034	194.44371	128.81119	200.0	200.0	990000	76.90172	24.388453	104.08787	-39.278072	76.90227	24.387344	106.94454	-48.13581	-77.70788	5.06822	9024.660018444061
199	122.70092	36.01921	169.81085	43.095745	164.56064	20.29732	194.87352	136.22543	200.0	200.0	995000	74.56462	24.393377	101.80628	-43.944057	74.56506	24.391329	105.59665	-43.74723	-75.45947	5.282677	9070.244030237198
200	95.1918	47.785824	182.92215	4.8242598	119.551575	52.45345	180.18387	14.095353	200.0	200.0	1000000	72.831406	24.662455	98.027954	-45.18155	72.83134	24.66287	97.6302	-51.086617	-73.77774	5.206521	9114.817366838455
201	141.1941	61.391735	199.57555	0.26578876	196.99434	5.7089286	205.72847	187.2697	200.0	200.0	1005000	71.788605	24.729973	94.97183	-44.454025	71.788475	24.730425	97.03613	-45.27701	-72.71645	4.7801595	9163.09098815918
202	171.79692	42.037624	200.47948	16.410616	173.6877	20.499908	198.15605	139.90868	200.0	200.0	1010000	70.983345	24.383484	95.84004	-51.14999	70.98289	24.384401	97.79185	-50.796436	-71.77706	4.676974	9213.415535211563
203	170.75497	36.413765	202.40292	48.630203	195.38991	3.8285253	202.31015	192.4146	200.0	200.0	1015000	70.42733	23.935463	95.8236	-49.153755	70.42719	23.936094	96.54074	-49.401913	-71.24425	4.298957	9264.186810016632
204	147.63354	43.154137	198.42146	21.578516	179.42009	27.241669	195.07184	99.22039	200.0	200.0	1020000	69.78529	23.306385	92.26845	-48.89076	69.78514	23.306995	91.46823	-47.72433	-70.588684	4.235059	9312.151977062225
205	178.6383	23.846798	203.89455	115.40397	188.2798	16.008335	203.10268	141.66238	200.0	200.0	1025000	69.4989	22.98075	90.13827	-55.00706	69.49905	22.980995	91.04739	-51.023067	-70.36889	3.8799832	9361.63169169426
206	157.61972	37.29141	202.81693	61.649532	179.11502	29.316841	201.13675	115.386566	200.0	200.0	1030000	68.98728	22.703096	91.15205	-39.015766	68.987526	22.702513	92.73462	-36.179356	-69.913284	4.265263	9409.135585546494
207	149.27887	40.122566	201.91573	77.65812	172.19368	27.317528	201.98744	116.064186	200.0	200.0	1035000	67.94485	22.116364	95.98946	-39.984016	67.945145	22.115746	98.64817	-70.472145	-68.799576	3.9159667	9457.397980451584
208	106.440094	49.86816	186.27058	9.967431	165.52441	29.713345	193.30704	102.25922	200.0	200.0	1040000	66.96096	21.723932	100.28019	-26.013561	66.96132	21.723328	103.01899	-26.761545	-67.75026	3.8015804	9502.903458118439
209	137.05511	58.969666	195.38162	12.721433	184.99448	14.164891	198.93353	144.51181	200.0	200.0	1045000	66.32788	21.312368	106.063255	-26.583723	66.32835	21.311115	106.97777	-29.845987	-67.1997	3.6974297	9551.742401123047
210	163.65884	45.04731	198.91907	28.770079	194.57722	18.908987	204.04945	138.18657	200.0	200.0	1050000	65.884995	21.292994	134.78947	-25.79067	65.88504	21.293186	135.77983	-23.148878	-66.64374	3.820696	9600.593580007553
211	119.22939	62.053677	196.75763	2.0816233	137.80998	60.86877	196.95253	32.25851	200.0	200.0	1055000	66.393974	21.546606	210.24194	-22.356964	66.39375	21.547695	201.72874	-35.92785	-68.35212	6.8261194	9646.86552143097
212	55.015385	52.5177	190.18665	3.1556356	33.792683	22.996496	99.72342	18.966805	200.0	200.0	1060000	66.55434	21.408684	196.82977	-23.426493	66.55437	21.412226	197.44017	-25.211807	-68.473114	7.6088233	9689.809626102448
213	68.45772	46.257046	196.10738	14.192093	43.382008	23.902746	79.61647	15.337769	200.0	200.0	1065000	64.197975	20.308998	169.80878	-20.624413	64.19817	20.309486	168.77277	-21.829803	-65.45651	5.521825	9733.44338965416
214	112.60333	59.15776	199.64168	12.552926	170.02695	28.8389	203.52583	127.14087	200.0	200.0	1070000	61.88617	19.273817	128.27983	-23.544167	61.886353	19.273577	130.81364	-24.222448	-62.808426	3.7434325	9780.196590662003
215	139.47223	55.432117	198.77383	7.686547	181.10187	30.022963	199.14174	91.922	200.0	200.0	1075000	60.419865	18.635725	118.924385	-21.863962	60.41987	18.635942	117.165306	-20.728148	-61.318424	3.4695144	9829.831269264221
216	148.85416	29.018087	198.57567	100.63587	191.0737	16.568142	205.42429	161.51572	200.0	200.0	1080000	59.613544	18.55437	106.07374	-24.763248	59.6133	18.554783	105.61599	-22.86588	-60.594063	3.2765791	9877.755497694016
217	172.52426	29.231798	201.16443	68.1374	201.06702	1.6769195	203.22005	198.0081	200.0	200.0	1085000	59.54938	18.723366	90.30062	-28.921272	59.54934	18.724289	89.52738	-28.202732	-60.77331	3.2302637	9929.787763834
218	182.89569	23.169476	204.90956	98.23626	194.72629	2.5901015	198.92322	190.71544	200.0	200.0	1090000	60.531036	19.128407	100.95684	-28.187038	60.53129	19.128635	100.58879	-29.545671	-61.584274	3.4027243	9980.978011846542
219	179.3149	28.087706	204.3113	90.438805	198.08344	5.4157987	204.45622	183.37032	200.0	200.0	1095000	61.914116	19.77841	111.864586	-25.093193	61.914036	19.77878	113.197784	-24.003408	-62.913258	3.66427	10032.042666196823
220	159.0023	43.58319	203.43484	19.824812	200.83041	3.3519998	204.46947	192.2754	200.0	200.0	1100000	62.539146	19.958748	106.60103	-19.0048	62.539253	19.957972	109.9772	-22.75091	-63.4951	3.624546	10081.112293481827
221	167.10185	27.674902	204.32024	103.41011	191.65942	19.691126	202.25589	134.01709	200.0	200.0	1105000	63.508324	20.110407	88.15159	-27.987259	63.508343	20.110203	88.73719	-27.870914	-64.60321	3.8492944	10130.61244392395
222	190.51337	13.065255	201.5246	142.41951	195.38852	5.131628	201.13516	184.37364	200.0	200.0	1110000	64.686714	20.38694	84.821434	-32.71131	64.68677	20.386255	87.15893	-32.11821	-65.586914	3.8856356	10182.510429859161
223	187.88908	11.9889	203.989	158.0152	200.01544	2.871051	204.65512	195.48224	200.0	200.0	1115000	66.08481	20.443716	85.3101	-34.733498	66.084724	20.444471	85.04031	-44.169117	-66.94633	3.8780234	10233.71699666977
224	186.94167	23.820591	203.28265	112.21772	199.44106	2.644607	204.52441	195.69992	200.0	200.0	1120000	67.16784	20.394663	86.885574	-47.23706	67.167496	20.396566	85.560234	-45.58501	-68.009575	3.6609216	10285.148592233658
225	181.60442	32.676556	200.17531	60.555923	196.7065	2.821072	201.75002	192.82695	200.0	200.0	1125000	68.41384	20.290987	93.94587	-55.19492	68.41342	20.29246	92.18655	-56.702003	-69.2543	3.7905765	10336.638340950012
226	189.76611	18.652311	204.1456	105.62591	194.34746	15.204479	204.0361	149.17564	200.0	200.0	1130000	69.39596	20.179922	96.899796	-56.62674	69.39543	20.181715	95.77693	-55.54933	-70.28199	3.8917804	10389.061610221863
227	195.04344	6.920871	204.6573	170.79239	185.97891	33.61496	199.5723	85.35904	200.0	200.0	1135000	70.5204	20.112717	107.34106	-58.224434	70.520676	20.11147	107.34122	-56.342968	-71.39199	4.1539297	10442.07049202919
228	184.60715	33.88659	206.33476	50.063396	199.93141	2.955703	203.77736	195.3616	200.0	200.0	1140000	71.41356	19.817831	109.75703	-58.233288	71.41363	19.818134	108.12803	-58.055935	-72.29567	3.951571	10493.885155677795
229	188.20102	17.235321	201.751	130.31085	199.10292	2.501812	205.14809	196.3207	200.0	200.0	1145000	72.12808	19.68415	112.23923	-58.327763	72.12778	19.685148	110.978836	-57.729843	-72.9827	3.954493	10545.583248138428
230	178.12108	44.737576	204.69208	32.973354	199.12402	2.7359655	202.56764	193.24419	200.0	200.0	1150000	72.7648	19.27411	114.935165	-60.020462	72.76465	19.274935	113.190796	-61.812004	-73.66676	3.8650641	10599.288957834244
