Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
68	91.76949	18.089478	134.24074	60.946793	300.0	29.556734	6.9992423	45.95639	12.970899	276000	-2.193451e-08	38.179592	-0.022461476	-25.709558	6.562321	0.014992816	0.174	27.0	1156.191305398941
69	97.156044	19.118704	130.56908	64.40133	300.0	31.618378	6.0897036	47.12595	11.657338	280000	0.0	32.17582	-0.018980518	-14.273182	6.5682187	0.0168355	0.162	15.0	1173.7475764751434
70	89.65457	24.21279	137.84366	38.38583	300.0	31.959703	6.102007	44.378197	12.243668	284000	-9.536743e-09	37.643402	-0.031240372	-22.579332	6.560384	0.009758771	0.17525	79.0	1191.437757730484
71	90.41167	29.43504	116.7713	4.0484114	300.0	30.782017	5.7130055	46.876278	17.474697	288000	3.33786e-08	49.970116	-0.01199137	-37.668938	6.4703765	0.012720268	0.12575	4.0	1208.9697556495667
72	85.19477	19.22001	118.771355	49.79682	300.0	33.153244	6.1106787	47.51814	14.235871	292000	1.1444092e-08	34.443645	-0.00868251	-22.780724	6.482385	0.015202569	0.16575	6.0	1226.319580078125
73	89.3329	21.087152	144.10973	66.59221	300.0	28.497536	6.391786	43.049305	6.3000636	296000	-1.1444092e-08	45.380188	-0.01487394	-30.223904	6.4689775	0.01757156	0.16125	8.0	1243.7838044166565
74	82.44161	25.454245	118.02364	15.449925	300.0	28.634493	8.383049	45.691864	7.2728033	300000	3.3378602e-09	27.731544	-0.029183822	-17.663681	6.4829082	0.015288209	0.21575	44.0	1261.2707843780518
75	105.012276	29.113676	180.86226	59.782784	300.0	32.591164	7.30457	43.953415	6.5610733	304000	-2.4795533e-08	83.31677	-0.0082080625	-44.766987	6.500787	0.014389262	0.163	4.0	1279.1015338897705
76	90.61528	23.754833	128.95114	40.140064	300.0	32.39301	9.738255	53.106228	8.365585	308000	-1.7166137e-08	51.32018	-0.035117432	-38.05664	6.4653573	0.0111126425	0.2215	79.0	1296.5159316062927
77	101.33564	20.511929	130.32571	54.74521	300.0	32.951725	6.8016176	50.333515	5.1711893	312000	1.525879e-08	34.366314	-0.018847916	-17.486332	6.4644566	0.01541047	0.17275	14.0	1314.043747663498
78	101.22541	29.636225	148.70457	45.28223	300.0	33.188522	8.86158	48.507256	9.32124	316000	3.0994416e-09	39.000538	-0.03256079	-21.891443	6.3743353	0.013627501	0.212	79.0	1331.6395511627197
79	105.97706	23.006586	150.24434	60.883377	300.0	37.071968	6.1060634	51.62872	22.787247	320000	0.0	33.4193	-0.019004064	-15.296673	6.4217205	0.016024766	0.18575	15.0	1349.185860157013
80	102.95479	23.739277	140.65459	59.836437	300.0	35.545444	8.140431	54.613865	5.881445	324000	-4.7683715e-09	51.488132	-0.018184556	-35.293015	6.399798	0.016352274	0.18025	15.0	1367.1025130748749
81	87.77417	23.929312	126.088165	50.660587	300.0	33.45421	8.0796795	51.573395	8.848771	328000	-7.629395e-09	68.38433	-0.031141708	-48.61318	6.366261	0.006877448	0.2	79.0	1384.587821483612
82	93.17744	24.58519	135.40143	47.924667	300.0	29.86858	6.463971	44.084255	12.222818	332000	1.2874604e-08	39.47564	-0.017268201	-22.8205	6.3746343	0.017839143	0.212	11.0	1402.0201964378357
83	99.21713	29.630655	136.83887	20.73897	300.0	33.572517	6.4140906	46.704617	15.42966	336000	-2.861023e-09	54.638336	-0.013779106	-33.010155	6.335194	0.018043347	0.22625	8.0	1419.3876044750214
84	79.2929	35.84004	129.386	30.292206	300.0	28.824278	10.57687	49.826366	7.15666	340000	2.6702882e-08	68.54822	-0.033420447	-44.35856	6.294825	0.014613652	0.22125	79.0	1436.9106793403625
85	91.28626	31.098892	132.92534	26.739916	300.0	29.284536	10.503315	47.348145	0.34839123	344000	2.8133393e-08	36.750446	-0.022880666	-21.820778	6.280369	0.015424463	0.18525	21.0	1454.4369208812714
86	103.2476	33.96163	150.61722	31.87546	300.0	32.333965	13.0375395	48.49074	-6.495687	348000	-1.9550324e-08	48.90701	-0.01869721	-28.693832	6.2342734	0.01618283	0.20075	14.0	1471.788852930069
87	87.28907	29.776829	132.74457	35.65913	300.0	30.328625	10.701068	47.972973	11.644179	352000	1.9073486e-08	38.64957	-0.016401973	-22.636734	6.2267823	0.01736029	0.18275	8.0	1489.1402032375336
88	105.432755	24.456877	144.73872	51.196003	300.0	32.625748	7.350114	44.865696	16.01175	356000	-2.2888184e-08	53.138363	-0.0035400053	-34.493473	6.2341666	0.013254752	0.116	2.0	1506.6251728534698
89	99.66088	27.744362	147.76474	54.273335	300.0	33.978962	7.9750066	49.322716	16.449793	360000	-5.722046e-09	40.625046	-0.03350084	-19.951626	6.184952	0.013851672	0.1945	79.0	1524.3273193836212
90	98.87695	17.06262	124.959564	68.070435	300.0	36.167477	7.3605785	51.81677	15.907482	364000	1.0490417e-08	33.648766	-0.024410564	-20.918402	6.1418643	0.015940383	0.24225	15.0	1541.9699642658234
