Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
41	40.10937	16.107395	70.413284	8.157991	200.0	17.541903	7.1789374	29.613073	-1.9780387	168000	1.4901161e-08	43.076912	-0.018948235	-32.362793	6.96914	0.018320762	0.1755	11.0	411.45581316947937
42	48.79008	11.949225	74.13483	26.389023	200.0	18.92564	4.093235	26.525791	4.847706	172000	-1.4901161e-08	38.4328	-0.018204812	-26.88045	6.8442793	0.016737845	0.204	13.0	421.6946313381195
43	43.11674	15.318359	65.407845	16.260735	200.0	21.928146	3.2155595	29.258326	10.710397	176000	0.0	33.559673	-0.023568973	-19.420523	6.8373413	0.01619589	0.1985	20.0	432.29163122177124
44	41.43033	14.35382	64.6959	13.627814	200.0	19.796253	5.376647	29.329102	-0.6551199	180000	-7.450581e-09	37.851463	-0.021019526	-25.688036	6.898835	0.016122837	0.2075	15.0	442.36411356925964
45	51.349834	17.529213	80.498566	1.7595023	200.0	20.90074	5.272228	31.413303	2.4738748	184000	-3.7252903e-09	51.921738	-0.010113487	-31.389029	6.8179317	0.012399472	0.11925	5.0	452.61915016174316
46	45.8296	12.792286	70.26027	17.071291	200.0	24.079514	3.5706713	30.602297	8.708782	188000	2.2351742e-08	37.03379	-0.042210817	-20.785973	6.7558994	0.014371519	0.22150001	79.0	463.04527401924133
47	55.009777	18.40668	90.52587	8.972283	200.0	23.955046	3.7763028	30.873186	5.9927387	192000	-2.2351742e-08	50.14012	-0.038323037	-31.458912	6.7946806	0.01310045	0.21474999	79.0	473.7795283794403
48	51.309296	12.631509	78.77763	30.317213	200.0	24.805508	5.565472	34.41873	-1.7625585	196000	1.8626451e-08	29.55965	-0.017207598	-16.74887	6.7275977	0.018722195	0.201	11.0	484.409743309021
49	54.26943	15.290208	73.676094	14.188754	200.0	26.35768	4.3248076	34.101704	10.6670685	200000	-3.7252903e-09	42.167145	-0.034011293	-23.343483	6.747513	0.015161239	0.206	64.0	494.7887604236603
50	51.507214	17.80692	88.332184	14.669091	200.0	26.920523	4.469649	33.69073	10.587001	204000	-1.4901161e-08	45.899784	-0.022545468	-29.532028	6.636444	0.01645571	0.17275	17.0	505.55779814720154
51	56.327503	14.955246	73.38223	19.351051	200.0	24.240711	7.4359646	35.061832	-2.232388	208000	-5.5879354e-09	29.727413	-0.024339454	-17.856134	6.726239	0.014769087	0.18775	21.0	515.8242990970612
52	59.046387	9.696994	83.33289	45.022346	200.0	26.792	4.036175	35.74039	11.880451	212000	-9.313226e-09	28.010277	-0.02159836	-15.721015	6.678901	0.014987076	0.2065	15.0	526.0855510234833
53	54.012115	14.728603	76.142426	23.750443	200.0	28.70749	4.744051	36.085445	13.347338	216000	1.1175871e-08	41.09742	-0.006340325	-25.060957	6.6805553	0.015965212	0.19049999	3.0	536.6860942840576
54	62.329185	16.004515	88.285484	32.600586	200.0	27.705719	4.2971516	35.511673	11.411883	220000	3.213063e-08	49.275898	-0.018707816	-26.092222	6.6607265	0.018996717	0.2135	11.0	546.9633157253265
55	55.253784	11.59286	70.53052	29.725706	200.0	29.551706	3.9520276	38.69283	11.81394	224000	3.3527613e-08	28.232262	-0.036716044	-17.809309	6.5876493	0.015323095	0.1935	62.0	557.3398330211639
56	53.112495	16.19367	82.7645	27.691706	200.0	25.950281	4.6363215	35.927628	9.562654	228000	9.313226e-09	38.90714	-0.018733885	-22.150349	6.576672	0.01860566	0.212	11.0	567.6889131069183
