Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	LossV	Time
770	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3850000	-1284981.2	2400936.2	10607301.0	-19257018.0	-1285044.4	2402541.2	7867213.0	-20089524.0	-1332117.5	2486432.2	10644291.0	-30960956.0	93.5713	2.1207235	97.902725	74.69452	1284999.9	40733050000.0	44377797000.0	113115630000.0	29804.803835392
771	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3855000	-1281175.4	2382686.0	9171781.0	-20242618.0	-1281113.2	2381185.8	5564973.0	-17033524.0	-1313195.2	2434159.8	4365123.5	-26561852.0	93.56798	2.1197534	97.97536	73.81708	1281193.9	28980920000.0	25819800000.0	65505423000.0	29857.409869909286
772	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3860000	-1315343.1	2443636.2	7293893.0	-17971386.0	-1315328.6	2444068.0	7559181.0	-16961204.0	-1359111.8	2523302.8	8243395.5	-34090172.0	93.56861	2.124557	97.99312	76.43708	1315362.0	34665353000.0	35892015000.0	102469520000.0	29910.067027568817
773	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3865000	-1345088.0	2528448.5	3009733.0	-16103355.0	-1345081.2	2530975.2	5522573.0	-18540852.0	-1386646.2	2598563.0	160067.28	-24639804.0	93.57424	2.1186693	97.94011	75.005264	1345107.0	21570243000.0	27964584000.0	68754780000.0	29962.878581047058
774	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3870000	-1314206.4	2486764.0	7486149.0	-17852346.0	-1314152.5	2488736.5	4237581.0	-16373811.0	-1354120.4	2552107.8	-148037.7	-29065276.0	93.56449	2.1224785	97.96529	75.11078	1314225.4	26763747000.0	31760394000.0	71062946000.0	30016.185072898865
775	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3875000	-1337650.6	2526377.2	3385797.0	-15789755.0	-1337684.0	2530580.5	3763181.0	-15972915.0	-1381257.4	2599141.5	-187661.17	-19186492.0	93.56978	2.1215813	97.932236	73.115234	1337669.6	20814537000.0	31576990000.0	66948650000.0	30068.85335803032
776	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3880000	-1344837.1	2537749.5	4896965.0	-16056507.0	-1344818.0	2538903.2	5192525.0	-15418291.0	-1388437.0	2610718.5	-154217.66	-23575228.0	93.56884	2.1230266	97.93545	73.985695	1344856.1	25752440000.0	28783810000.0	69604655000.0	30121.823068857193
777	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3885000	-1301464.8	2444118.8	2563141.0	-14407611.0	-1301466.4	2446866.2	2831085.0	-14163891.0	-1341834.2	2508786.0	-163110.66	-19847740.0	93.57015	2.1235647	97.88808	74.09685	1301483.6	18973846000.0	25780935000.0	54878196000.0	30174.631650924683
778	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3890000	-1271163.0	2352813.8	2594501.0	-13295035.0	-1271156.2	2358459.0	6233869.0	-16679347.0	-1312421.1	2421066.2	-188988.14	-22691260.0	93.56644	2.1210935	97.9573	74.61882	1271181.9	20284710000.0	33633145000.0	63700537000.0	30227.47886633873
779	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3895000	-1313991.9	2429814.2	3214277.0	-14080699.0	-1313971.5	2435718.2	8043117.0	-15220275.0	-1359275.9	2504779.8	-105062.125	-21289020.0	93.56501	2.12239	97.93844	77.34984	1314010.5	18570758000.0	33047837000.0	58110325000.0	30280.492170333862
780	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3900000	-1316556.6	2425027.5	3403845.0	-14497723.0	-1316549.8	2427110.2	4356877.0	-15313587.0	-1362716.4	2500464.5	-128724.12	-21090748.0	93.56564	2.1224308	97.93957	78.16796	1316575.5	21852088000.0	26936920000.0	56669260000.0	30333.468256235123
781	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3905000	-1281296.6	2377448.0	6014277.0	-16922298.0	-1281290.4	2379502.2	6046093.0	-16573619.0	-1320904.1	2445462.2	4353859.5	-27283260.0	93.5718	2.1209567	97.966545	78.00513	1281315.4	28733190000.0	33729510000.0	75677190000.0	30386.63578414917
782	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3910000	-1243440.2	2274413.2	2855877.0	-15014587.0	-1243424.6	2278098.5	8481805.0	-17925044.0	-1285202.6	2349329.5	2951619.5	-30214332.0	93.56878	2.1264026	97.98874	75.0555	1243458.8	23269650000.0	31744369000.0	75862704000.0	30439.81430912018
783	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3915000	-1262808.2	2308315.8	4895941.0	-15068859.0	-1262777.4	2313386.2	6228813.0	-17913012.0	-1303316.1	2388834.5	3786947.5	-23491388.0	93.56821	2.1231074	97.91964	75.119156	1262826.9	20778355000.0	32729289000.0	90952530000.0	30492.88386774063
784	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3920000	-1292072.5	2374374.8	4466117.0	-16782266.0	-1292089.9	2381277.0	5775469.0	-16618547.0	-1339772.2	2460619.8	10928323.0	-28702524.0	93.56835	2.120651	97.937126	77.735016	1292091.1	25614133000.0	41944160000.0	88434110000.0	30546.018063783646
785	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3925000	-1308854.4	2416244.5	4275525.0	-13867195.0	-1308835.0	2418828.0	8621901.0	-19187764.0	-1348996.1	2486299.2	2398403.5	-24966076.0	93.57352	2.1153002	97.97592	76.214874	1308872.9	20658688000.0	27003185000.0	64188850000.0	30599.578925848007
786	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3930000	-1334800.4	2505175.5	3733317.0	-15033019.0	-1334800.2	2506768.8	6023277.0	-14856243.0	-1381058.4	2583499.0	-143165.06	-23487804.0	93.56881	2.118457	97.89819	74.308716	1334819.4	28370686000.0	32422570000.0	76727180000.0	30652.847516536713
787	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3935000	-1375575.1	2599268.2	5554245.0	-18978490.0	-1375563.2	2600099.8	5628013.0	-18996788.0	-1419089.1	2669523.0	-95040.55	-22207676.0	93.57229	2.1194298	97.92905	76.119644	1375593.6	33202663000.0	35416936000.0	76888880000.0	30705.75034379959
788	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3940000	-1333022.2	2518182.5	4177221.0	-15960251.0	-1333005.0	2520849.2	6121741.0	-16765875.0	-1373512.5	2595219.2	1703235.5	-26198716.0	93.56288	2.123221	97.93776	76.77661	1333041.0	24086946000.0	30888854000.0	91003780000.0	30759.470838069916
789	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3945000	-1312729.9	2472444.2	4810437.0	-16153787.0	-1312731.1	2475661.8	7307661.0	-16964788.0	-1349409.0	2529671.0	-158653.52	-21151292.0	93.57024	2.1222773	97.99309	76.58343	1312748.8	23209185000.0	31222184000.0	49883070000.0	30812.924385786057
790	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3950000	-1317475.9	2480278.8	3537093.0	-15078331.0	-1317444.1	2487394.5	8422477.0	-18892724.0	-1360901.8	2556609.8	308163.47	-23136572.0	93.56979	2.1212296	97.985374	74.40166	1317494.8	21360110000.0	39279080000.0	71896470000.0	30866.36529636383
791	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3955000	-1307724.2	2455476.5	3558853.0	-15109819.0	-1307747.8	2458346.0	3816493.0	-15067443.0	-1349640.0	2524216.2	-147401.5	-23166012.0	93.5726	2.1183343	97.90941	76.423676	1307742.9	19769119000.0	26689188000.0	58266714000.0	30919.769706964493
792	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3960000	-1313264.0	2461628.2	9085253.0	-17034426.0	-1313254.9	2462882.0	5964557.0	-15608883.0	-1355984.8	2539717.8	3986755.5	-24175036.0	93.5705	2.124247	97.91382	76.79975	1313282.5	29395524000.0	32626162000.0	90887020000.0	30973.21335196495
793	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3965000	-1306856.2	2461866.5	4672197.0	-17340858.0	-1306847.8	2467006.8	7296237.0	-18037172.0	-1346518.6	2523218.5	-176896.98	-25090748.0	93.57068	2.1186454	97.91102	78.05604	1306875.1	29563988000.0	42409312000.0	68793270000.0	31026.844385147095
794	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3970000	-1325769.1	2501038.5	3212997.0	-15150779.0	-1325758.1	2509023.0	7963853.0	-19807540.0	-1369044.0	2577447.8	-162276.95	-24645692.0	93.57031	2.1226556	97.99637	75.33278	1325787.8	21624082000.0	41735810000.0	78168220000.0	31080.41060090065
795	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3975000	-1321815.4	2505561.2	4458949.0	-16633531.0	-1321795.5	2506858.2	5719853.0	-16612403.0	-1360174.9	2576681.5	9791812.0	-34176572.0	93.5691	2.120576	97.954544	78.3551	1321834.5	25059090000.0	28476916000.0	91688710000.0	31134.46714758873
796	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3980000	-1328999.8	2520763.8	5004229.0	-15477435.0	-1329000.6	2523800.8	5023373.0	-16090163.0	-1370425.4	2590284.5	1196099.5	-24634044.0	93.57145	2.1211362	97.93946	76.79283	1329018.4	23689740000.0	31346872000.0	72203305000.0	31188.172332525253
797	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3985000	-1296679.2	2457102.5	3373509.0	-15372987.0	-1296662.5	2463437.8	5988173.0	-18821428.0	-1339344.5	2524508.5	529347.56	-21815612.0	93.570435	2.121535	97.91384	72.98299	1296698.1	20833798000.0	36617860000.0	57714315000.0	31241.726385354996
798	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3990000	-1347727.9	2561962.5	2503749.0	-14263995.0	-1347729.6	2570209.0	7555853.0	-17913652.0	-1393767.8	2640415.0	-82364.414	-23521724.0	93.56908	2.1203806	97.941246	74.44371	1347746.4	21737904000.0	43060683000.0	76782310000.0	31295.48948740959
799	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	3995000	-1362364.2	2596236.2	4239685.0	-14736059.0	-1362356.0	2595743.8	3583917.0	-16279219.0	-1402571.6	2657866.2	-141809.9	-20355004.0	93.56557	2.125022	97.9258	75.77985	1362383.0	22300047000.0	21056827000.0	47599383000.0	31349.108469724655
800	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4000000	-1350519.0	2581987.8	5292997.0	-17763514.0	-1350510.1	2584579.5	3869037.0	-15078451.0	-1392135.2	2651787.2	-132665.4	-22606396.0	93.57288	2.1225595	97.9716	74.81258	1350537.8	23132858000.0	29908216000.0	71039700000.0	31402.801013469696
801	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4005000	-1344022.9	2582042.2	4716357.0	-15619515.0	-1344011.2	2588102.8	7261901.0	-17972532.0	-1384870.9	2651391.5	1173827.6	-24005948.0	93.57141	2.1209023	97.959656	77.138596	1344041.6	23345010000.0	39141675000.0	71217310000.0	31456.644671678543
802	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4010000	-1331781.9	2536362.5	2354501.0	-14776251.0	-1331753.5	2538454.0	4231085.0	-16100915.0	-1377392.1	2610898.0	-148801.88	-20613308.0	93.57101	2.1188345	97.94564	75.93461	1331800.6	22968609000.0	28457837000.0	62091270000.0	31510.662172317505
803	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4015000	-1360494.4	2584854.8	5805381.0	-16270267.0	-1360441.1	2588140.2	4500557.0	-17105588.0	-1404399.6	2658899.0	-141704.36	-21413180.0	93.56812	2.1166618	97.9319	76.89105	1360513.0	21671166000.0	30355534000.0	68500730000.0	31564.340856790543
804	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4020000	-1330221.6	2515886.0	5228613.0	-15955131.0	-1330274.1	2519271.8	3531949.0	-15167539.0	-1375895.1	2595776.0	1436355.6	-27368508.0	93.56944	2.1185064	97.933365	76.02939	1330240.5	24125325000.0	32559495000.0	77947630000.0	31618.197049617767
805	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4025000	-1316408.0	2499857.0	6059461.0	-17525434.0	-1316416.2	2497978.0	4173421.0	-16283827.0	-1359456.1	2570803.2	26307.65	-21741244.0	93.56747	2.124344	97.991135	76.70194	1316427.0	39848750000.0	35218924000.0	89626810000.0	31672.236127376556
806	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4030000	-1311819.4	2485439.8	2334149.0	-13875899.0	-1311803.5	2490789.8	4034925.0	-17035956.0	-1350254.8	2547018.8	-193734.34	-19289916.0	93.567924	2.1243906	97.939674	76.298744	1311838.2	13282801000.0	26758668000.0	45575053000.0	31726.229397058487
807	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4035000	-1323383.5	2518288.8	4182597.0	-16057787.0	-1323344.5	2519828.5	4204077.0	-16245299.0	-1364018.2	2589856.8	1651907.6	-26338364.0	93.57306	2.1192648	97.93261	76.443535	1323402.5	24869962000.0	28834521000.0	76703500000.0	31780.689146757126
808	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4040000	-1308955.5	2489584.2	3994053.0	-15732155.0	-1308980.1	2492841.8	5603949.0	-17046580.0	-1348948.6	2558564.2	-139756.31	-24897724.0	93.56356	2.1268394	97.93676	75.99163	1308974.4	24062810000.0	32232442000.0	76318510000.0	31834.743990421295
809	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4045000	-1299308.8	2466965.8	2675909.0	-14434491.0	-1299321.4	2471967.2	5038541.0	-17264692.0	-1338348.1	2534776.2	-176700.3	-27748156.0	93.56757	2.124574	98.00085	74.574936	1299327.6	17745316000.0	30123330000.0	66837025000.0	31888.731003046036
810	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4050000	-1329892.5	2530927.2	5149253.0	-15721915.0	-1329872.6	2534603.5	3637581.0	-17612852.0	-1373907.5	2606897.2	-159352.78	-20454972.0	93.566444	2.1226044	97.91932	74.988014	1329911.6	22764906000.0	32214130000.0	74533160000.0	31942.784912109375
811	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4055000	-1340795.2	2571328.0	8150853.0	-18035386.0	-1340775.5	2574378.8	11850957.0	-21052596.0	-1378764.5	2635057.8	416323.72	-24194620.0	93.57329	2.1208222	97.97263	75.29984	1340813.9	31213134000.0	39216783000.0	80289980000.0	31997.04732966423
812	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4060000	-1365453.8	2611851.8	5915333.0	-17584058.0	-1365462.4	2613234.8	6418445.0	-17143348.0	-1413199.2	2687275.5	-206432.77	-22534716.0	93.57	2.1227443	97.997025	75.27689	1365472.9	28492495000.0	32094214000.0	65850077000.0	32051.129569530487
813	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4065000	-1402365.0	2675184.8	8717765.0	-19726522.0	-1402342.1	2672790.0	4292173.0	-15716403.0	-1450865.2	2751487.2	579907.75	-29224636.0	93.56952	2.1192896	97.96515	75.74565	1402383.9	34821870000.0	28577217000.0	72817990000.0	32105.158566474915
814	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4070000	-1384367.2	2639975.5	4125381.0	-16969402.0	-1384362.8	2641273.5	5644429.0	-16659379.0	-1430523.2	2714289.8	-34243.766	-23714876.0	93.5691	2.1222303	97.97473	76.27545	1384386.1	26275828000.0	29820008000.0	65512927000.0	32159.437612771988
815	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4075000	-1295618.9	2450339.0	3693509.0	-15370427.0	-1295616.1	2450189.5	2840813.0	-15236531.0	-1340692.0	2525337.0	-72331.75	-22479036.0	93.57175	2.1208026	97.96405	75.662186	1295637.8	26032237000.0	25783590000.0	70987630000.0	32213.889311552048
816	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4080000	-1286624.2	2405463.2	6137669.0	-15101115.0	-1286615.0	2408867.8	5190573.0	-16921780.0	-1325628.6	2472122.8	-76205.234	-21710908.0	93.57179	2.1209357	97.93987	72.0695	1286643.2	22982263000.0	31195169000.0	61477640000.0	32268.199342489243
817	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4085000	-1241155.5	2334076.5	3316293.0	-13578427.0	-1241143.5	2339743.2	4812173.0	-15315763.0	-1280714.9	2402918.0	-96590.234	-22250940.0	93.566635	2.1219563	97.999176	75.22734	1241174.4	20719000000.0	34147095000.0	69345160000.0	32323.011627674103
818	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4090000	-1296924.6	2437693.0	5972421.0	-15373243.0	-1296918.9	2438043.8	3792653.0	-14584243.0	-1340605.8	2505575.8	-156299.22	-17605948.0	93.57059	2.1257927	97.9599	74.26847	1296943.1	24453050000.0	25389162000.0	54148547000.0	32377.347014904022
819	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4095000	-1306478.6	2450504.5	3879877.0	-14868667.0	-1306481.6	2453178.8	6614765.0	-16979508.0	-1353217.4	2533979.8	6891332.0	-30619964.0	93.56054	2.1215785	97.92534	75.69918	1306497.5	25042428000.0	31607360000.0	82847280000.0	32431.77153658867
820	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4100000	-1270515.6	2399014.8	4036677.0	-14726075.0	-1270504.2	2404753.8	6195597.0	-16623283.0	-1310611.6	2465530.8	-49050.703	-21401916.0	93.56592	2.1242902	97.90973	76.34283	1270534.6	23589830000.0	37501985000.0	70913780000.0	32486.387622356415
821	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4105000	-1274687.9	2413937.2	2913093.0	-15044027.0	-1274686.6	2417450.0	5017357.0	-17278132.0	-1310879.4	2474497.2	-142463.19	-18798780.0	93.56698	2.1197116	97.98904	77.86303	1274706.6	19093555000.0	27640396000.0	60059628000.0	32540.857726097107
822	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4110000	-1324912.6	2516991.5	6267973.0	-20537274.0	-1324871.4	2516371.5	7267405.0	-19248308.0	-1368648.6	2588979.2	26435.816	-24219452.0	93.57155	2.1173038	97.92582	75.71445	1324931.2	32847786000.0	31420578000.0	77598700000.0	32595.539354085922
823	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4115000	-1307367.0	2470647.0	5043653.0	-16612283.0	-1307388.6	2475380.2	4632621.0	-17066548.0	-1349193.1	2541818.8	1393475.9	-22452668.0	93.570946	2.118907	97.96892	76.872536	1307386.0	21651683000.0	33460445000.0	71276620000.0	32650.214067220688
824	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4120000	-1299372.6	2442076.8	5208389.0	-16237243.0	-1299371.8	2444060.0	4461133.0	-15842355.0	-1342466.5	2510740.2	-127883.664	-19538364.0	93.57035	2.123548	97.961784	75.00958	1299391.4	28309524000.0	33250785000.0	66585480000.0	32704.838217496872
825	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4125000	-1216000.1	2255239.8	6110789.0	-14814907.0	-1215986.5	2254231.8	3685133.0	-14670003.0	-1252003.5	2319268.5	3842371.8	-21839420.0	93.56531	2.1226318	97.96508	77.3716	1216018.9	23198070000.0	21032196000.0	65770700000.0	32759.524995088577
826	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4130000	-1191494.4	2166754.2	2767429.0	-13493691.0	-1191508.8	2172210.2	5204301.0	-15735987.0	-1235146.9	2243989.0	-76348.14	-21417532.0	93.56872	2.121826	97.88944	73.48763	1191513.2	20546617000.0	32428660000.0	67759620000.0	32814.288980960846
827	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4135000	-1220861.0	2223667.0	4264517.0	-13204923.0	-1220855.9	2228242.8	4518637.0	-15721779.0	-1262745.4	2294092.8	1130563.9	-19595452.0	93.56959	2.1197538	97.94246	75.867065	1220879.8	19714648000.0	29870987000.0	56802144000.0	32868.92685484886
828	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4140000	-1253911.5	2287465.2	4777669.0	-16683707.0	-1253893.0	2294686.5	8554029.0	-20767796.0	-1300409.8	2368551.8	2734404.0	-22975292.0	93.56639	2.1232753	97.957855	75.45166	1253930.4	26622690000.0	43360854000.0	76626500000.0	32923.711104631424
829	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4145000	-1224369.4	2224127.2	5418053.0	-14060731.0	-1224351.5	2224924.5	3999693.0	-14261299.0	-1268796.8	2298118.2	-133417.61	-21089212.0	93.56825	2.1232886	97.99547	74.21231	1224388.0	24234222000.0	26126954000.0	58628465000.0	32979.24608898163
830	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4150000	-1191890.1	2155018.2	5259333.0	-14365627.0	-1191885.4	2160156.0	5864589.0	-15255475.0	-1227635.2	2224040.5	5332292.0	-25380924.0	93.57363	2.1191275	97.96178	77.32669	1191908.9	28524052000.0	39743210000.0	94817830000.0	33034.056812763214
831	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4155000	-1117425.1	1988319.9	2767429.0	-12819643.0	-1117416.6	1991960.2	5282669.0	-14123955.0	-1154485.8	2051317.8	93891.92	-21321276.0	93.56405	2.125479	97.91551	73.76338	1117443.6	19738784000.0	27071957000.0	57624420000.0	33089.20646047592
832	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4160000	-1094753.5	1920236.8	3472325.0	-13121979.0	-1094768.6	1922208.0	4343821.0	-12982707.0	-1134720.9	1987878.2	-167100.06	-18975164.0	93.574814	2.1169512	97.979996	74.42683	1094772.4	26275717000.0	30126119000.0	67461280000.0	33144.26802325249
833	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4165000	-1112460.8	1936852.5	3434053.0	-12073403.0	-1112426.5	1943382.8	5883341.0	-12975027.0	-1151776.8	2013941.8	5554116.0	-25818044.0	93.570564	2.1206357	97.99571	75.09128	1112479.4	19479308000.0	32355103000.0	74405600000.0	33199.14940595627
834	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4170000	-1134195.2	1962891.5	3075141.0	-12434363.0	-1134176.8	1966475.4	3899148.8	-12933555.0	-1180140.2	2047734.5	1872836.0	-20514108.0	93.573746	2.1196966	97.95245	76.086426	1134214.1	22530310000.0	29775942000.0	68980430000.0	33254.37817668915
835	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4175000	-1152831.9	2011491.0	4665797.0	-12765627.0	-1152833.5	2015423.9	4037708.8	-12824243.0	-1196801.6	2089238.0	3036228.0	-16097724.0	93.56835	2.1200385	97.94301	76.71455	1152850.6	22382733000.0	30221617000.0	62046190000.0	33309.45025777817
836	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4180000	-1131968.2	1975498.9	5747141.0	-13611451.0	-1131958.6	1980664.5	8997773.0	-14371763.0	-1174851.9	2051964.0	4871108.0	-22388540.0	93.57048	2.122829	97.94235	77.2316	1131986.8	23719387000.0	34198153000.0	68187800000.0	33364.662143945694
837	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	4185000	-1155083.1	2012934.1	2650309.0	-12788667.0	-1155084.2	2018043.2	3510732.8	-11602739.0	-1201354.1	2093782.1	-90700.516	-15233468.0	93.57373	2.117933	97.908455	75.77373	1155101.9	21581935000.0	31934794000.0	61125493000.0	33419.832866191864
