Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	LossV	Time
336	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1680000	-730889.75	1077832.0	6614852.5	-11585468.0	-730820.56	1087635.9	7131277.0	-10470579.0	-772532.0	1188921.6	12311236.0	-22763324.0	93.56684	2.123897	97.92051	76.94654	730908.44	28783722000.0	39541973000.0	114961605000.0	10447.998533725739
337	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1685000	-805725.94	1228142.8	5260100.5	-8618940.0	-805628.94	1228069.1	2926669.0	-8931763.0	-852881.44	1331152.8	13908675.0	-16001213.0	93.569725	2.1191852	97.91729	76.95674	805744.56	26979277000.0	27043596000.0	92927320000.0	10484.925824165344
338	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1690000	-847927.2	1317020.9	2721348.2	-7827643.5	-847854.44	1324250.0	3794765.0	-8290995.0	-893116.94	1422525.9	6951491.5	-13898045.0	93.57218	2.1195269	97.90857	76.17021	847945.94	19757980000.0	29340748000.0	93659140000.0	10521.768185853958
339	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1695000	-877701.25	1376977.8	4703428.5	-10206396.0	-877608.0	1387873.9	7422925.0	-12376243.0	-921562.25	1467896.8	5733059.5	-13554365.0	93.57034	2.1187336	97.97052	76.29175	877719.9	24744755000.0	40036663000.0	89151010000.0	10558.92342543602
340	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1700000	-829269.7	1261163.2	5217988.5	-8612540.0	-829195.75	1264283.6	4155693.0	-9072499.0	-873782.9	1354358.4	7230531.0	-17490364.0	93.56717	2.1190243	97.935974	74.12287	829288.25	23610642000.0	27650380000.0	81272000000.0	10595.893465995789
341	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1705000	-829404.2	1247604.8	3219524.2	-8491964.0	-829313.0	1254938.2	7860237.0	-9892147.0	-874787.44	1341367.2	8770499.0	-15024829.0	93.56435	2.1250749	97.963234	72.526566	829422.8	23439909000.0	32783297000.0	80836690000.0	10632.876240253448
342	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1710000	-830131.5	1251374.9	5850820.5	-10674108.0	-830046.25	1257506.2	4113709.0	-9750963.0	-875446.3	1343630.6	6348227.0	-14522173.0	93.56922	2.1208146	97.94623	75.83036	830150.25	25187152000.0	32945762000.0	81139560000.0	10669.817844867706
343	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1715000	-821482.5	1235188.5	9404100.0	-12346812.0	-821413.7	1237774.2	6104973.0	-10860723.0	-861885.1	1318450.5	10001475.0	-19699006.0	93.57223	2.1182294	97.92897	74.90803	821501.06	29261881000.0	32561318000.0	85789750000.0	10706.738238573074
344	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1720000	-861561.75	1319549.0	4494404.5	-10462396.0	-861490.2	1328970.0	6345133.0	-10167347.0	-905602.3	1419786.6	7345603.0	-14435773.0	93.56225	2.118127	97.941895	77.64557	861580.5	27483607000.0	40115847000.0	102708896000.0	10744.267770767212
345	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1725000	-889162.75	1369458.8	4034884.5	-9940924.0	-889081.94	1370299.5	4587309.0	-9329843.0	-933054.56	1461834.2	6563139.0	-15010493.0	93.57439	2.1189768	97.96658	77.59512	889181.4	24817738000.0	26059086000.0	85454310000.0	10781.612084150314
346	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1730000	-896793.7	1389843.9	3936452.5	-8908988.0	-896698.44	1396594.6	5210765.0	-9648499.0	-939842.2	1483275.9	6572098.5	-14712509.0	93.56951	2.1189983	97.949715	77.615005	896812.56	22767050000.0	32292735000.0	86186510000.0	10818.904522895813
347	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1735000	-757513.9	1095225.6	4592964.5	-9641660.0	-757452.44	1102736.8	4744109.0	-8532787.0	-797734.94	1187151.9	8835523.0	-14608317.0	93.56891	2.1200473	97.924194	75.56359	757532.56	24416963000.0	32693733000.0	89199870000.0	10856.30408668518
348	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1740000	-884392.3	1335513.0	5435844.5	-9616828.0	-884321.44	1340875.6	5521037.0	-10811443.0	-928815.8	1424830.5	4295874.5	-12635965.0	93.56986	2.1242716	98.002495	73.70004	884411.0	26566453000.0	33991092000.0	81297360000.0	10893.693866968155
349	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1745000	-853042.6	1292203.2	4156228.5	-8971708.0	-852966.25	1302097.5	6121165.0	-10082611.0	-899242.0	1394159.2	7492162.5	-13341245.0	93.56995	2.1205668	97.96785	76.30015	853061.06	24131790000.0	37042696000.0	94145530000.0	10930.937995910645
350	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1750000	-745252.06	1070279.9	6400452.5	-10126268.0	-745184.4	1083331.6	6339149.0	-11417587.0	-781235.25	1161856.4	12303042.0	-16685630.0	93.5696	2.1222236	97.936905	73.52042	745270.6	23928635000.0	38133436000.0	96174700000.0	10968.33806180954
351	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1755000	-757592.6	1061210.2	5221444.5	-9895100.0	-757517.25	1068247.0	7191405.0	-12720499.0	-799562.4	1149502.6	10766274.0	-11394366.0	93.56894	2.1212952	97.90518	77.25162	757611.3	28302123000.0	36009955000.0	87620110000.0	11005.699785709381
352	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1760000	-759379.25	1074029.6	2702788.5	-7091643.5	-759514.2	1084687.4	5190861.0	-10127923.0	-804072.56	1172367.0	7672770.5	-11786174.0	93.568115	2.121411	97.94855	72.871544	759397.8	23265624000.0	34704798000.0	86587450000.0	11043.012761116028
353	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1765000	-756053.0	1069187.0	3807172.5	-8666044.0	-755771.2	1086462.8	8559693.0	-13084851.0	-797019.44	1158054.2	11732034.0	-18218046.0	93.56881	2.125499	97.95466	76.40973	756071.75	23866000000.0	42800290000.0	84539450000.0	11080.655861139297
354	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1770000	-795755.1	1138092.6	2976196.5	-8436668.0	-795677.06	1159836.1	7345997.0	-14133555.0	-842401.5	1275345.4	29626818.0	-28734014.0	93.57112	2.1212938	97.96114	75.78162	795773.75	23218956000.0	48367190000.0	132982860000.0	11118.105774402618
355	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1775000	-748801.8	1058929.8	8553924.0	-10219964.0	-748692.06	1058425.9	2754861.0	-7938099.0	-788648.06	1141624.5	8768962.0	-12358718.0	93.57197	2.1218748	97.93671	73.780014	748820.25	25666249000.0	25334964000.0	76270360000.0	11155.596687793732
356	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1780000	-803302.2	1144110.4	3799748.5	-9184956.0	-803278.25	1155098.0	7011597.0	-9545203.0	-849048.44	1245156.4	9813314.0	-13247038.0	93.57142	2.11927	97.927475	75.35818	803321.0	26223999000.0	39027356000.0	93411040000.0	11193.388585090637
357	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1785000	-733092.44	1003024.1	4900676.5	-8862396.0	-732999.6	1008377.8	6276013.0	-9726387.0	-766858.5	1079407.1	10322754.0	-17705918.0	93.57121	2.1227474	97.94084	75.53736	733111.06	23253311000.0	28838337000.0	80527385000.0	11231.020645856857
358	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1790000	-780706.75	1092064.2	6514628.5	-10062524.0	-780637.94	1099182.5	4742093.0	-7926707.0	-825656.56	1188613.1	10164546.0	-10619710.0	93.56364	2.1262105	97.95798	76.734955	780725.25	25857620000.0	33788529000.0	84534070000.0	11268.573029518127
359	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1795000	-764799.6	1065064.2	5497668.5	-9748668.0	-764742.56	1075926.6	5948621.0	-8878003.0	-805041.0	1158086.2	9566146.0	-14239550.0	93.56875	2.1181579	97.95958	76.9899	764818.1	26116570000.0	37836153000.0	93747814000.0	11306.20480632782
360	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1800000	-676212.5	886103.0	4851012.5	-8583868.0	-676139.75	896004.94	6384205.0	-10769459.0	-714269.9	975239.2	7301954.0	-10660030.0	93.568535	2.1201732	97.9082	76.90983	676231.06	23100865000.0	32005646000.0	83595970000.0	11344.003659248352
361	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1805000	-749449.0	1015014.7	3410372.5	-8020411.5	-749354.1	1025444.5	4661453.0	-8780787.0	-794809.4	1115276.9	5600066.0	-12843966.0	93.57045	2.1241837	97.91471	76.36542	749467.44	22488902000.0	33403488000.0	80370670000.0	11381.738707065582
362	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1810000	-756811.4	1054095.1	4443332.5	-9567164.0	-756760.44	1061762.9	8541517.0	-12382579.0	-797005.1	1139644.9	8618690.0	-13226942.0	93.57081	2.1220186	97.95338	76.62514	756829.94	27060474000.0	35270710000.0	82264380000.0	11419.646181344986
363	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1815000	-731864.0	998838.94	4467780.5	-9574844.0	-731805.06	1002857.8	7496525.0	-9701363.0	-776434.25	1104746.0	11913538.0	-16251710.0	93.57088	2.1192238	97.96507	77.82102	731882.4	31230493000.0	35382936000.0	99798870000.0	11457.40647149086
364	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1820000	-720935.7	969687.25	5498180.5	-7872443.5	-720851.8	989440.6	7405325.0	-11984691.0	-761968.06	1059694.1	10332354.0	-11866302.0	93.56554	2.125159	97.94281	77.11638	720954.5	22336176000.0	41821606000.0	76637990000.0	11495.173090457916
365	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1825000	-722155.94	969849.25	3950916.5	-9565500.0	-722088.0	974216.1	4298701.0	-9086835.0	-761026.44	1057142.5	11766978.0	-13111486.0	93.570335	2.121067	97.950096	76.953606	722174.7	24187367000.0	28565096000.0	80268240000.0	11533.04338479042
366	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1830000	-744850.8	1026723.2	4868036.5	-9227708.0	-744789.94	1035053.06	5927597.0	-10575155.0	-788129.2	1131359.1	11286722.0	-15028798.0	93.57211	2.1165898	97.96884	75.13533	744869.4	30206941000.0	38912610000.0	106222740000.0	11570.949583768845
367	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1835000	-711513.6	951102.56	6171332.5	-8683708.0	-711443.2	962825.06	6011245.0	-9157619.0	-755879.56	1041601.06	8114369.5	-10093759.0	93.5674	2.1205113	97.94505	74.893875	711532.3	23603730000.0	35044730000.0	72390680000.0	11609.040420532227
368	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1840000	-686324.1	952566.8	7931972.5	-10981692.0	-686265.4	953119.56	4893741.0	-9010035.0	-729833.44	1037922.7	12113089.0	-14276927.0	93.57166	2.1179602	97.94322	75.288086	686342.8	32649234000.0	33321216000.0	89613520000.0	11647.050614833832
369	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1845000	-607643.4	858833.75	9908676.0	-10439356.0	-607580.7	859281.94	5274829.0	-9636531.0	-648990.1	926306.7	9623617.0	-8295358.5	93.56905	2.121769	97.97434	74.31488	607662.0	32878707000.0	33425852000.0	79956574000.0	11685.099677801132
370	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1850000	-614533.0	849520.6	4990020.5	-7894971.5	-614430.0	863473.5	8026061.0	-11046707.0	-659094.4	943778.4	9221185.0	-11063359.0	93.56627	2.1254003	97.94573	75.16368	614551.6	21389373000.0	33492543000.0	80076366000.0	11723.408381700516
371	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1855000	-662820.44	940963.44	6070596.5	-10260412.0	-662773.2	941982.56	6839629.0	-8191859.0	-710282.8	1036477.0	14624577.0	-14846271.0	93.570366	2.1184883	97.95323	77.522415	662839.2	29277540000.0	30358553000.0	88006580000.0	11761.541187286377
372	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1860000	-699576.6	999963.94	6806340.5	-8439356.0	-699514.9	1025312.75	9627469.0	-14587571.0	-747073.5	1102758.2	14559297.0	-22441150.0	93.57235	2.1247737	97.915436	75.97937	699595.2	23759286000.0	49607290000.0	93521945000.0	11799.740902423859
373	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1865000	-691431.25	977885.9	8387652.5	-12116412.0	-691365.1	975260.6	4425037.0	-7798707.0	-736906.6	1064397.6	13414209.0	-14666943.0	93.5658	2.1213953	97.97278	76.755615	691450.06	33666070000.0	31196439000.0	84138115000.0	11837.86172914505
374	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1870000	-613597.06	863372.06	4159300.5	-7502779.5	-613535.44	876662.56	5390157.0	-10159475.0	-652655.75	949908.75	9829697.0	-9662527.0	93.57041	2.1201284	97.92002	77.20828	613615.56	22357020000.0	33927666000.0	86782110000.0	11876.207243442535
375	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1875000	-616118.8	858389.25	5840196.5	-8586428.0	-616049.25	870236.44	5840077.0	-10145587.0	-662091.94	961247.44	12435393.0	-12912063.0	93.5674	2.1248555	97.9598	76.03646	616137.44	22894768000.0	33207814000.0	87599230000.0	11914.551584482193
376	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1880000	-554175.3	839880.3	5174084.5	-9770300.0	-554126.06	843331.6	5157197.0	-8866995.0	-593246.0	927605.94	16164289.0	-17044670.0	93.56823	2.1216788	97.91469	75.00168	554194.0	23215694000.0	26207115000.0	85845490000.0	11952.881905078888
377	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1885000	-551631.5	899248.8	9346628.0	-9590716.0	-551662.5	902989.1	7180493.0	-9269811.0	-599252.44	972972.75	12828609.0	-10787263.0	93.563774	2.1209404	97.90603	77.144394	551650.1	29164788000.0	32456253000.0	83151690000.0	11991.070765256882
378	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1890000	-532413.0	900759.9	6916420.5	-7219131.5	-532232.94	923660.6	11548365.0	-13026995.0	-572331.75	979664.0	18015808.0	-17460928.0	93.56754	2.12229	97.91854	76.926216	532431.6	23464483000.0	44959887000.0	95407920000.0	12029.633376598358
379	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1895000	-520616.97	898150.6	7276612.5	-7166395.5	-520427.3	909995.4	9448781.0	-13464371.0	-569697.94	966454.25	10388161.0	-11161791.0	93.571846	2.1212015	97.96361	72.7856	520635.7	27287065000.0	38207607000.0	80593854000.0	12067.925767421722
380	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1900000	-568299.6	934686.5	9433413.0	-11445691.0	-568367.4	950102.44	18086348.0	-17702580.0	-608674.06	1003471.7	13044161.0	-13603519.0	93.569496	2.12182	97.92961	75.935394	568318.25	29900167000.0	44403170000.0	87596500000.0	12106.149989843369
381	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1905000	-540731.9	875547.4	8816709.0	-11029947.0	-540707.8	884391.8	10820813.0	-10420275.0	-584742.56	938738.5	13889473.0	-11693759.0	93.57048	2.1225793	97.934235	75.274796	540750.44	31252263000.0	39099113000.0	88435390000.0	12144.52808046341
382	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1910000	-575518.2	869440.9	6422596.5	-7571899.5	-575446.1	878703.3	6448589.0	-7851379.0	-620913.6	952826.1	10720449.0	-9571135.0	93.56765	2.1179092	97.91154	76.16043	575536.9	22054816000.0	30277850000.0	78271110000.0	12182.87397646904
383	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1915000	-667658.7	973933.06	7306564.5	-9173947.0	-667584.8	990036.0	9226573.0	-12143539.0	-714524.5	1059001.2	8955201.0	-16336063.0	93.56868	2.1195648	97.91022	72.67879	667677.2	27815190000.0	43858330000.0	80752710000.0	12221.219018697739
384	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1920000	-669214.8	944759.6	5562436.5	-9638587.0	-669149.94	946566.3	5004749.0	-7268019.0	-711890.5	1034633.94	8819137.0	-10646335.0	93.565575	2.1251807	97.92813	74.79515	669233.44	22639330000.0	24469922000.0	79153960000.0	12259.753789663315
385	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1925000	-637208.3	852037.56	3811396.5	-6723515.5	-637150.4	863678.44	4351309.0	-7341235.0	-676894.75	937081.3	8306368.5	-9131583.0	93.567635	2.12327	97.949104	75.82689	637226.8	18546242000.0	28644039000.0	74293620000.0	12298.21957707405
386	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1930000	-664452.3	876760.4	4981060.5	-9277115.0	-664382.0	886038.8	5653581.0	-8854387.0	-709381.0	972086.3	8449345.0	-10345023.0	93.56914	2.1221666	97.892914	72.86377	664471.06	23186326000.0	31484586000.0	80295390000.0	12336.740826368332
387	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1935000	-694856.7	929915.06	4897988.5	-8907963.0	-694780.5	937688.9	6322957.0	-10358451.0	-740455.4	1020574.75	8556481.0	-10862143.0	93.5691	2.1219459	97.94456	77.2896	694875.44	26354262000.0	33759007000.0	74971010000.0	12375.124536514282
388	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1940000	-710274.44	963184.1	6610884.5	-11413691.0	-710231.25	966587.5	5863117.0	-9477363.0	-754725.9	1048197.56	10451137.0	-10214591.0	93.56967	2.123673	97.94953	75.72171	710293.4	27769040000.0	31031700000.0	77503170000.0	12413.568530082703
389	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1945000	-629794.75	805830.25	7015236.5	-10063035.0	-629720.56	818877.5	4639053.0	-8458995.0	-671404.1	910904.06	11689665.0	-13238847.0	93.57007	2.121405	97.94565	76.61814	629813.7	23817691000.0	34431775000.0	93033780000.0	12452.369143724442
390	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1950000	-724269.4	962509.44	7392580.5	-11346619.0	-724268.5	963119.8	3704397.0	-8074803.0	-771960.75	1051287.4	7241920.5	-9867584.0	93.56694	2.1257486	97.977066	74.36528	724288.25	28915862000.0	29683399000.0	72905200000.0	12490.933565378189
391	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1955000	-691770.25	904387.0	6334276.5	-7562683.5	-691603.44	908793.0	4685133.0	-8210291.0	-733285.44	985518.25	9896512.0	-12017984.0	93.57032	2.126213	97.98124	77.79689	691789.0	24906105000.0	29122056000.0	72513490000.0	12529.685364484787
392	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1960000	-765489.4	1026508.5	5024580.5	-9878971.0	-765497.6	1045262.2	5791437.0	-11007091.0	-816514.56	1124837.8	9700416.0	-11473600.0	93.56564	2.124629	97.94273	76.701324	765508.2	26119588000.0	45750374000.0	80130740000.0	12568.313291311264
393	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1965000	-788172.94	1048920.2	3230276.5	-9780411.0	-788118.06	1063204.2	8518989.0	-11812275.0	-829825.44	1136388.9	15646528.0	-13574464.0	93.563286	2.1216605	97.94446	77.49095	788191.9	22362425000.0	37527680000.0	75227200000.0	12606.954417467117
394	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1970000	-854231.4	1164122.9	4484036.5	-9949627.0	-854166.4	1196419.9	12523309.0	-15683763.0	-903482.2	1272943.9	10575040.0	-21057344.0	93.573555	2.1180978	97.96854	77.16475	854250.1	27750457000.0	66119880000.0	106352180000.0	12645.635394573212
395	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1975000	-913721.3	1267273.5	3942596.5	-9712315.0	-913674.75	1279132.1	8218221.0	-13252915.0	-956780.1	1351014.5	9192896.0	-17340736.0	93.56849	2.1213388	97.92413	76.073425	913740.06	21937668000.0	37153546000.0	64840020000.0	12684.317542791367
396	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1980000	-885283.7	1226774.1	6498500.5	-11600315.0	-885238.7	1226395.6	5888781.0	-11129651.0	-929048.25	1312531.4	10591680.0	-15834688.0	93.56883	2.122808	97.91115	76.62451	885302.7	36502400000.0	36206748000.0	88305525000.0	12723.062680959702
397	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1985000	-855699.1	1138330.2	7449924.5	-12503227.0	-855629.1	1140259.8	5296237.0	-9226739.0	-894375.8	1218145.2	6179392.0	-15948224.0	93.56489	2.1229863	97.96278	74.03589	855717.9	25120614000.0	27495911000.0	70827336000.0	12761.84448647499
398	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1990000	-858706.06	1143616.0	5180100.5	-8120891.5	-858655.75	1168549.2	7210701.0	-12201907.0	-905052.44	1264067.8	13360576.0	-19126720.0	93.56714	2.1189847	97.88783	74.08305	858724.9	22523795000.0	51548950000.0	109705265000.0	12800.761224031448
399	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	1995000	-882912.75	1182115.5	3126084.5	-8361659.5	-882857.8	1186575.8	8123181.0	-12139827.0	-921797.2	1262124.2	8500544.0	-17271616.0	93.568825	2.1201441	97.92822	74.67561	882931.6	19726174000.0	25188276000.0	63508720000.0	12840.068926095963
400	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	2000000	-867292.1	1150662.2	3145284.5	-8118203.5	-867131.25	1162695.5	6664525.0	-11077491.0	-912622.94	1251450.1	7878208.0	-13754048.0	93.57317	2.1225684	97.952835	75.96179	867310.9	23959745000.0	38285976000.0	86845750000.0	12879.002968072891
401	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	2005000	-909748.4	1249524.8	5154372.5	-10680251.0	-909793.5	1240079.8	4554765.0	-8539315.0	-957826.0	1354140.9	20081344.0	-23472576.0	93.56773	2.120207	97.90604	74.507065	909767.2	38585350000.0	26870612000.0	100818190000.0	12918.061576843262
402	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	2010000	-942501.56	1306493.1	4040900.5	-11062715.0	-942437.75	1306503.6	2467661.0	-9026995.0	-984164.94	1386067.6	7343040.0	-15521472.0	93.56727	2.1228096	97.916435	76.19525	942520.3	23985543000.0	24187908000.0	63839430000.0	12957.139551877975
403	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	2015000	-943240.06	1334315.4	8813637.0	-12206779.0	-943154.3	1344080.0	7203469.0	-13504179.0	-977646.3	1415768.2	7707712.0	-22126400.0	93.5686	2.117749	97.93179	78.14134	943258.8	29947873000.0	43242120000.0	93163490000.0	12996.117928981781
404	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	2020000	-879614.6	1189436.0	4403652.5	-9287355.0	-879610.94	1198796.1	6556269.0	-12381747.0	-917561.9	1278265.1	4844864.0	-13979840.0	93.5661	2.117626	98.00769	72.837585	879633.2	22080793000.0	33413370000.0	85430450000.0	13035.25087928772
405	0.010411462	9.313226e-10	0.010411461	0.010411461	0.010411462	9.313226e-10	0.010411461	0.010411461	200.0	200.0	2025000	-1003680.2	1451795.1	2948292.5	-9318587.0	-1003615.25	1457592.5	3983629.0	-10778291.0	-1049277.8	1534068.0	4365248.0	-14039616.0	93.570435	2.1248395	97.9413	73.77478	1003698.9	25942620000.0	34589920000.0	67342103000.0	13074.373965978622
